3/26,IT,Product-Vertical-Other (Maximize conversions),,tCPA $325>$292 Budget $2k>$1.7k,Yun,Highest cpa NB cluster. Bring down budget slightly to improve ieccp and overspend,,,,
3/26,UK,"GA-top
GA
Generic",Bid strategy,"240 to 230
215 to 200
180 to 175",Richard,Higher CPA NB bid strategies. Lowering to control for ieccp.,,,,
3/26,UK,Modern-Search,Bid adjustment,mobile bid adj -15% due to 30% higher CPA,Richard,,,,,
3/27,UK,Microsoft,Budget,Pulled back to avoid overspend the PO. Need to keep at $800/day for the remaining of the month,Yun,,,,,
3/27,FR,Microsoft. GA2 TCPA,Bid strategy,GA2 TCPA max cpc cap increased from $1.5>$2.25,Yun,,,,,
3/27,IT ,"Google
.Product-vertical-other",Budget,"Daily Budget $1.7k>$1K, tcpa $292>$262",Yun,Pull back budget to avoid overspend the PO,,,,
3/27,IT ,".GA top coverter
",Budget,Daily budget $7k>$5.8K,Yun,Pull back budget to avoid overspend the PO,,,,
3/27,IT ,".GA",Budget,Daily budget $3.5K > $2.8K,Yun,Pull back budget to avoid overspend the PO,,,,
3/27,IT ,.AMZ (Maximize conversions),Bid Strategy,Removed max cpc cap ,Yun,"Lowest cpa IT NB cluster, removed cpc cap to give Google more room for algo",,,,
3/28,FR,.GA_Top-Converters,Budget,Increased from 6k to 9k budget.,Richard,"Limited, and market has room for more spend.",,,,
4/1,UK,GA and GA_Top-converters,Bid strategy,"Decreased CPA targets
GA from 200 to 180
GA_Top-converters from 230 to 200",Richard,,,,,
4/1,FR,GA,Bid strategy & Budget,Back to original level- Daily budget $1K & tCPA $150,Yun,We increased tcp and budget to offset the loss due to the data exclusion issue and to ensure we can pace on track. Need to pulll back to align with april budget. This is one of the higher CPA NB bid strategies,,,,
4/1,FR,AMZ,Bid strategy ,Back to original level- tcpa $150 max cpc $15,Yun,We increased tcp and budget to offset the loss due to the data exclusion issue and to ensure we can pace on track. Need to pulll back to align with april budget. This is one of the higher CPA NB bid strategies,,,,
4/1,FR,GA Top Performer ,Bid strategy & Budget,"Back to original level- $200, Daily budget $6K",Yun,We increased tcp and budget to offset the loss due to the data exclusion issue and to ensure we can pace on track. Need to pulll back to align with april budget. This is one of the higher CPA NB bid strategies,,,,
4/1,"FR, ES, UK",NB KWs,KWs,Paused broad NB KWs spend over $400 w/o convs based on June 2023- March 2024 data (Data based on AMO ref_regs 2),Yun,High ieccp regions,,,,
4/1,"IT, DE",NB KWs,KWs,Paused broad NB KWs spend over $800 w/o convs based on March 2023- March 2024 data (Data based on AMO ref_regs 2),Yun,,,,,
4/2,FR,GA,Bid strategy & Budget,GA bid strategy from 150 to 140 (actual is 258) and budget from 800 to 750/day,Richard,,,,,
4/2,FR,GA_Top,Bid strategy & Budget,Bid strategy from 250 to 220. Budget from 6k/day to 5k/day,Richard,,,,,
4/2,FR,Product-Vertical-Other,Bid strategy & Budget,Bid strategy from 200 to 190; budget from 2k/day to 1.5k/day.,Richard,,,,,
4/2,ES,"GA_Top
GA",Bid strategy,"Bid strategy from 150 to 140 
Bid strategy from 125 to 115",Richard,,,,,
4/2,UK,AMZ,Bid strategy,Bid strategy from 160 to 150,Richard,,,,,
4/4,ES,Product vertical,Bid strategy & Budget,$120>$110. Budget $1k>$850,Yun,High ieccp regions. High cpa cluster,,,,
4/5,FR,.GA_Top-Converters,Bid strategy & Budget,$5k>4.5K,Yun,High CPA cluster - Pull back to fund top performing cluseter,,,,
4/5,FR,Product vertical,Bid strategy & Budget,"Budget from $1.5k>$1.2K, tCPA $190>$180",Yun,High CPA cluster - Pull back to fund top performing cluseter,,,,
4/5,UK,.GA_Top-Converters,Budget,".GA_Top-Converters: Amount changed from $6,700.00 to $5,000.00",,,,,,
4/5,UK,.AMZ,Bid strategy & Budget,$150>$130 Budget $1.5k,Yun,,,,,
4/5,UK,.Product-vertical-other,Bid strategy & Budget,$180>$160. Budget $1K,Yun,,,,,
4/5,IT,.Product-vertical-other,Bid strategy,$250>$225,Yun,High CPA at $200+ pull back,,,,
4/5,FR,Generic,Budget,3.4k to 4k; this is a low CPA segment,Richard,,,,,
4/5,FR,GA Top Converters,Budget,GA_Top (second highest CPA) from 4.5k to 4k to fund Generic,Richard,,,,,
4/5,UK,Brand Plus,Bid strategy & Budget,$4K>$3.2K  $175>$160,Yun,,,,,
4/8,UK ,AMZ,Bid strategy & Budget,tCPA $135>$120 Daily budget $1.5K>$1.2K,Richard,Highest CPA cluster,,,,
4/8,UK ,Brand Plus,Bid strategy & Budget,Budget $3.2k>$3K $160>$150,Richard,,,,,
4/8,FR,AMZ,Bid strategy,tCPA $150>$135,Richard,Highest CPA cluster,,,,
4/8,FR,.Product-vertical-other,Bid strategy,tCPA $180>$160 Budget $1.2k>$1k,Richard,,,,,
4/8,FR,GA Top,Bid strategy,tCPA $220>$200,Richard,,,,,
4/8,FR,GA ,Bid strategy,add max cpc cap back to $20. tcpa $140>$120,Richard,,,,,
4/8,FR, .Generic ,Bid strategy & Budget,tCPA $220>$180 Daily Budget $4K>4.3K,Yun,Top performing NB cluster limited by budget. Set tCPA to align more with the actual CPA (Might need to bring down to $150 next week if needed),,,,
4/8,EU5,All,Negatives,"Expanded Seller keyword negatives across the board. (""seller central"", ""amazon seller"", and ""sell on amazon"").",Richard,"In terms of the impact, we've been bidding on terms that contain ""sell"" since 2023, even though we've also had the negative audience since 2023 as well. DE had almost 10% of their regs March 2023 from seller keywords, but not so much now, but UK seller keywords were ramping up in terms of  reg volume this year, with 4% of regs coming from those terms. Overall, it was definitely part of the mix throughout 2023 and 2024 so far. (about 5% of regs) The silver lining, if there is one is that the seller terms were expensive. About 2x non-seller NB terms.",,,,
4/9,IT ,Brand Plus,Bid strategy,tcpa $140>$130  more aligned with actual ,Yun,,,,,
4/9,FR,Brand Plus,Bid Strategy,tcpa $100>$90 more aligned with actual ,Yun,,,,,
4/9,ES,Brand Plus,Bid Strategy,tcpa $80>$75 more aligned with actual ,Yun,,,,,
4/9,ES,GA top,Bid Strategy,Campaigns limited by budget. High CPA cluster. $140>$130,Yun,,,,,
4/10,DE,.Product-vertical-other,Bid Strategy,tCPA $360>$330. Budget $2K>1K,Yun,"Highest CPA cluster, pull back to fund others",,,,
4/10,DE,GA top,Bid Strategy,tCPA $420>$370 Aligned with actual CPA,Yun,,,,,
4/10,DE,AMZ,Bid Strategy,"Budget $5K>$3.5K, tcpa $400>$360",Yun,"Second highest CPA cluster, pull back to fund GA",,,,
4/10,DE,GA ,Budget,Campaigns limited by budget. $3K>$4K,Yun,Second lowest CPA cluster,,,,
4/10,IT ,GA top,Bid Strategy,tCPA $300>$270,Yun,,,,,
4/10,IT ,.Product-vertical-other,Bid Strategy,tCPA $225>$215,Yun,,,,,
4/10,IT,GA,Bid Strategy,tCPA $270>$250,Yun,,,,,
4/10,UK,Ad group clean up,,Paused ad groups with 0 keywords,Yun,,,,,
4/10,UK,UK Google,,Added some of the deleted converting KWs back (based on Jan 2023-April 2024 AMO data,Yun,,,,,
4/11,DE,GA top,Bid Strategy,Budget $4K>$3.5K,Yun,,,,,
4/11,DE ,Brand Pluse,Bid Strategy,tCPA $275>$230 More aligned with actual,Yun,,,,,
411,FR,GA Top,Budget,$4K>$3.6K,,,,,,
4/11,FR,FR Google,,Added some of the deleted converting KWs back (based on Jan 2023-April 2024 AMO data,Yun,,,,,
4/11,ES,ES Google,,Added some of the deleted converting KWs back (based on Jan 2023-April 2024 AMO data,Richard,,,,,
4/11,IT,IT Google,,Added some of the deleted converting KWs back (based on Jan 2023-April 2024 AMO data,Yun,,,,,
4/12,EU5,Microsoft Ads,Budget,"UK pacing for 37%, DE pacing for 74%, FR pacing for 75%, IT pacing for 68%, and ES pacing for 92%. I increased Brand budgets to stay under budget for the month.",Richard,,,,,
4/15,IT,.GA (Maximize conversions),Bid Strategy & budget,"tCPA $250>$240, removed cpc cap, Increased budget from $2.8k>$3.8k",Yun,Increase budget to offset the Monday spend loss. Need to pull back next week,,,,
4/15,IT,.GA_Top-Conv. (Maximize conversions),Bid Strategy & budget,"tCPA $270>$260, removed cpc cap, increased budget from $5.8k>$6.8k",Yun,Increase budget to offset the Monday spend loss. Need to pull back next week,,,,
4/15,FR,"GA, Product Vertical, AMZ",cpc cap,Removed. tcap aligned with actual and limited by budget,Yun,,,,,
4/15,FR,.Product-Vertical-Other,Bid Strategy & budget,"tCPA $160>$150, Budget $900>$700",Yun,FR NB CCP decreased,,,,
4/15,FR,AMZ,Bid Strategy & budget,tCPA $135>$130 ,Yun,FR NB CCP decreased,,,,
4/15,FR,.GA_Top-Conv. (Maximize conversions),Bid Strategy & budget,tCPA $200>$180 Budget $3.6K>$2K,Yun,,,,,
4/15,IT,AMZ,Bid Strategy & budget,Campaign limited by budget Budget $2k>$4K,Yun,,,,,
4/16,ES,AMZ,Bid Strategy & budget,"Removed cpc cap, adjusted daily budget $750>$500 tcpa $80>$75",Yun,,,,,
4/16,ES,.Product-Vertical-Other,Bid Strategy & budget,"Removed cpc cap, tcpa $105>$100 daily budget $$800>$550",Yun,,,,,
4/16,ES,.Generic (Maximize conversions),Bid Strategy & budget,"Removed cpc cap, tcpa $100>$95",Yun,,,,,
4/16,ES,.GA (Maximize conversions),Bid Strategy & budget,"Removed cpc cap, tcpa $115>$110 daily budget $1450>$880",Yun,,,,,
4/16,ES,.GA_Top-Conv. (Maximize conversions),Bid Strategy & budget,"Removed cpc cap, Daily budget $2K>$1.9K",Yun,,,,,
4/16,DE,AMZ ,Bid Strategy & budget,Highest tCPA cluster limited by budget. Decreased tcpa from $360>$330 . Decreased budget from $3.5k>$2k. Removed CPC cap ,Yun,,,,,
4/16,DE,Product vertical,Bid Strategy & budget,Highest tCPA cluster limited by budget. Decreased tcpa from $330>$320 . Removed cpc cap,Yun,,,,,
4/16,DE,.Generic (Maximize conversions),Bid Strategy & budget,Changed tCPA from $420>$380. No cpc cap. More aligned with actual to avoid waste,Yun,,,,,
4/16,DE,.GA_Top-Conv. (Maximize conversions),Bid Strategy & budget,Changed tCPA from $370>$350,Yun,,,,,
4/16,FR,GA,Bid Strategy & budget,Limited by budget. Changed tCPA $120>$110. Daily budget $750>$900 Removed cpc cap,Yun,,,,,
4/16,FR,Generic ,Bid Strategy,tCPA $180>$170,Yun,,,,,
4/15,IT,.GA_Top-Conv. (Maximize conversions),Bid Strategy & budget,$6.8k>7.8k,Yun,Increase budget to offset the Monday spend loss. Need to pull back next week,,,,
4/16,FR,Generic ,Budget,$3.8K>$3K,Yun,,,,,
4/17,UK,"Brand-Plus
GA_Top",Bid Strategy & budget,"Brand-plus from 150 to 135
GA_Top from 200 to 190, and budget from 5k to 4.5k",Richard,,,,,
4/18,IT ,.Product-vertical-other,Budget,$1K>$3K,,,,,,
4/18,IT,.GA (Maximize conversions),Bid Strategy & budget,tCPA $240>$250,Yun,,,,,
4/18,IT,.GA_Top-Conv. (Maximize conversions),Bid Strategy & budget,tCPA $260>$270,Yun,,,,,
4/18,IT,Product Vertical,Bid Strategy & budget,$1K>$3K,Yun,,,,,
4/18,DE Bing,,Budget,Increase brand core budget from $500>$700,Yun,,,,,
4/15,FR,Generic,Budget,$3K>$2.5K,Yun,,,,,
4/22,UK,URL,Ref tag,"Removed ""bid-strat"" portion in ref tag",Richard,,,,,
4/22,IT Google,GA Top,Bid Strategy & budget,tCPA $270>255 Budget $7.8K>$4.5K,Yun,Highest CPA cluster. Pull back spend to avoid overspend,,,,
4/22,IT Google,GA ,Bid Strategy & budget,tCPA $250>$240 Budget $3.8>$2.8K,Yun,,,,,
4/22,IT Google,Brand Plus,Bid Strategy ,tCPA $130>$125,Yun,,,,,
4/22,IT Google,.Product-vertical-other,Budget,"$3K>$1K, $215>$210 Removed CPC cap",Yun,,,,,
4/22,FR Google,GA Top ,Bid Strategy,"Limited by budget. tCPA $180>$170, Daily Budget $1.8K>$1.4K",Yun,,,,,
4/22,FR Google,.Product-vertical-other,Bid Strategy & budget,"tCPA $150>$145, Daily budget $700>$500",Yun,,,,,
4/22,FR Google,Generic,Bid Strategy & budget,"tCPA $170>$165, Daily budget $2.5K>$2.8K",Yun,,,,,
4/22,UK Google,GA Top,Bid Strategy,tCPA $190>$180,Yun,,,,,
4/22,UK Google,GA,Bid Strategy & budget,"tCPA $180>$170, Daily budget $600>$1.5K removed CPC cap",Yun,,,,,
4/22,UK Google,.Modern-Search_P-V_conv,Bid Strategy & budget,tCPA $200>$190 Daily budget $1.2K>$900 removed CPC cap,Yun,,,,,
4/22,UK Google,.Product-Vertical-Other (Maximize conversions),Bid Strategy & budget,tCPA $165>$150 Daily budget $1K>700 removed CPC cap,Yun,,,,,
4/22,UK Google,.Generic (Maximize conversions),Bid Strategy & budget,tCPA $175>$165 Daily budget $1.5K>$1.3K removed CPC cap,Yun,,,,,
4/22,UK Google,AMZ,Bid Strategy & budget,Daily budget $2K>$1.5K removed CPC cap,Yun,,,,,
4/22,DE Google ,.AMZ,Bid Strategy & budget,tCPA $330>$310 Daily budget $2K>$1.5K,Yun,"Highest CPA cluster, Limited by budget lower tCPA to bid more efficiency",,,,
4/22,DE Google ,.Product-Vertical-Other (Maximize conversions),Bid Strategy,tCPA $320>$300,Yun,"Highest CPA cluster, Limited by budget lower tCPA to bid more efficiency",,,,
4/22,DE Google ,Brand Plus,Bid Strategy,tCPA $230>220,Yun,,,,,
4/22,ES Google,AMZ,Budget,low cpa cluster limited by budget $500>$1K,Yun,,,,,
4/22,ES Google,Brand Core,Budget,$1K>$1.2K ,Yun,,,,,
4/23,DE Google ,Generic,Bid Strategy,tCPA $370>$360 more aligned with actual,Yun,,,,,
4/23,IT Google,"Brand-Core
Generic",Bid strategy,"Brand-Core max bid from $10 to 20.
Generic removed bid cap",Richard,IT and DE over-efficient,,,,
4/23,DE Google ,.GA_Top-Conv.,Budget,Daily budget $3.5>$2.5K aligned with actual spend,Yun,,,,,
4/23,DE Google,GA,Bid strategy,GA removed bid cap,Richard,IT and DE over-efficient,,,,
4/23,DE Google,.Generic,Budget,$3.8K>$4.3K,Yun,,,,,
4/23,UK Google,Brand Core,KW,"Added removed converting KWs - [amazon business prime], [business account amazon]",Yun,,,,,
4/25,UK Google,AMZ,Budget,Increased AMZ budget from 1.5k to 1.8k to match recommendation,Richard,We are pacing to be at 95% of Google budget.,,,,
4/29,UK Google,Generic,Budget,Increased Generic budget from 1.3k to 1.8k to match recommendation ,Yun,top performing cluster,,,,
4/29,UK Google,.Modern-Search_P-V_conv,Budget,Increased Modern P-V budget from 900 to 1.1k to match recommendation ,Yun,,,,,
4/29,DE Google,Generic,Budget,Increased Generic budget from 4K to 5.3K to match recommendation,Yun,"Low ieccp regions, account pacing hot (+111% based on current pacing)> increase budget for future budget increase opp",,,,
4/29,IT Google,.Product-Vertical-Other,Budget,Increased budget $1k>$1.5K to match recommendation,Yun,,,,,
4/29,IT Google,GA top,Budget,Increased budget $4.5k>$5.3k,Yun,,,,,
4/29,FR Google,GA top,Budget,Increased budget $2k>$3K,Yun,,,,,
4/29,"UK,DE Bing",Brand Core,Budget,Increased budget to not limit brand core capability ,Yun,,,,,
4/29,DE Google,.AMZ,Budget,Increased budget $1.5>$2.5K,Yun,,,,,
4/30,IT Google,GA ,Bid ,tCPA $240>$255,Yun,,,,,
4/30,ES Google,AMZ,Bid ,tCPA $75>$80,Yun,,,,,
4/30,ES Google ,Generic,Bid ,tCPA $95>$100,Yun,,,,,
4/30,DE Google,"AMZ
Generic
GA",Budget,"AMZ 2.5k to 4.5k
Generic 5.3k to 7.3k
GA_conv from 2.5k to 3.5k",Richard,"These increases were done based on adobe regs data, and should raise ie%CCP to about 55%-60% assuming Brand efficiency/volume is consistent.",,,,
4/30,ES Google,"AMZ
Generic
Brand Plus",Bids,"AMZ from 80 to 90 (+20% from before yesterday's change)
Generic 100 to 110 (15% from before yesterday's change)
Brand Plus from $75 to 80 (actual for month)",Richard,Increased CPA targets because we need just a bit more for 60%.,,,,
4/30,IT Google,"Brand Plus
AMZ",Bids,"Brand Plus 125 to 162 (+30%)
AMZ 195 to 250 (+30%)",Richard,IT would need a total CPA increase of 30% to reach 60% ie%CCP. This set of changes is conservative from that point of view.,,,,
5/1,DE Google,Generic,Budget,Decreased budget from 7.3k>5.3k,Yun,More aligned with previous  performance to give us room for upcoming bid changes,,,,
5/1,DE Google,.AMZ,Budget,Decreased budget $4.5>$2.5K,Yun,More aligned with previous  performance to give us room for upcoming bid changes,,,,
5/1,DE Google,GA,Budget,Decreased budget $3.5>$2.5K,Yun,More aligned with previous  performance to give us room for upcoming bid changes,,,,
5/1,IT Google,"Brand Plus
AMZ",Bids,"Brand Plus 162>125
AMZ 250>195",Yun,More aligned with previous  performance to give us room for upcoming bid changes,,,,
5/1,IT Google,GA ,Bid ,tCPA $240>$250,Yun,More aligned with previous  performance to give us room for upcoming bid changes,,,,
5/1,DE Google,GA top,Budget,".GA: Amount changed from $2,500.00 to $1,000.00< this might be GA top. Increased GA top budget from 1K>2K",Yun,,,,,
5/2,IT Google,"Brand Plus
AMZ",Bids,"Brand Plus 125>135
AMZ 195>250",Yun,,,,,
5/2,ES,.GA,Bids,$110>$120,Yun,,,,,
5/2,ES,.GA top,Bids,$130>$140,Yun,,,,,
5/2,DE Google,"AMZ
Generic
GA",Budget,"AMZ 2.5k to 4.5k
Generic 5.3k to 7.3k
GA_conv from 2.5k to 3.5k",Yun,Reverted,,,,
5/3,UK Google,Generic,Budget,$1.8>$2.2k ,Yun,,,,,
5/3,DE Google,"
Generic
GA
AMZ
GA top",Budget,"tcpa $360>$365
tcpa $360>$370
tcpa $310>$320
tcpa .$350>$360",Yun,,,,,
5/3,UK Google,GA Top,Bids,tcpa $180>$200,Yun,,,,,
5/3,,GA,Bids,tcpa $170>$190,Yun,,,,,
5/3,,Generic,Bids,tcpa $165>$175,Yun,,,,,
5/3,FR Google,GA Top,Bids,tcpa $170>$180,Yun,,,,,
5/3,,.GA,Bids,tcpa $110>$130,Yun,,,,,
5/3,,AMZ,Bids,tcpa $130>$140,Yun,,,,,
5/3,FR Google,GA Top,Budget,$3k>$4.2k,Yun,,,,,
5/3,,P-V,Budget,$500>$800,Yun,,,,,
6-May-2024,All,All,Bid/budget,"Converted from Google-based bidding to Manual CPC. This required setting manual bids, but also campaign-level budgets.",Richard and Yun,,,,,
8-May-2024,All,All,budget,"Compared current daily avg. budget to daily avg. cost, and adjusted each market to right-size budgets. (prioritizing lower CPA campaigns)",Richard,,,,,
10-May-2024,All,All,Bids,"Looked at high conversion keywords (YTD) and increased CPCs for 5/8-510 (after first full day) if lower. (Target +20%)
Looked at low conversion keywords (YTD) and lowered CPCs for 5/8-5/10 if higher. (Target -20 to -30%)",Richard,,,,,
13-May-2024,DE,"Brand-plus
AMZ
Generic",Budget,Opened up 5k/day to reach estimated 65% ie%CCP. ,Richard,Raised the lowest CPA of available budgets,,,,
13-May-2024,IT,"AMZ
Generic
Brand-Plus
GA",Budget,Opened up 6.2k/day to reach estimated 66% ie%CCP. ,Richard,Raised the lowest CPA of available budgets to the highest,,,,
13-May-2024,FR,"AMZ
Generic
Brand-Plus
GA
P-V",Budget,"Decreased to lower spend by 3.2k/day, to reach estimated 67% ie%CCP. ",Richard,Lowered the highest CPA of available budgets to the lowest,,,,
13-May-2024,UK,"AMZ
Generic
Brand-Plus
GA",Budget,"Decreased to lower spend by 3k/day, to reach estimated 70% ie%CCP. ",Richard,Lowered the highest CPA of available budgets to the lowest,,,,
13-May-2024,ES,"GA
P-V",Budget,Decreased to lower spend by 700/day to reach estimated 67% ie%CCP. ,Richard,Lowered the highest CPA of available budgets to the lowest,,,,
