Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
ropa interior mujer mayoreo,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,3,2,1.7,0.85,4,107.67,Converting KW
impermeables para lluvia mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,1.7,1.7,18,109.3,Converting KW
abarrotes mayoreo guadalajara,"""artículos al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Products_Phrase,1,1,1.7,1.7,8,164.87,Converting KW
porta cartas restaurante,"""productos para hostelería""",Phrase match (close variant),MX - Food,Products_Phrase,1,1,1.7,1.7,1,342.2,Converting KW
arrocera industrial,"""productos para hostelería""",Phrase match (close variant),MX - Food,Products_Phrase,4,1,1.7,1.7,1,342.2,Converting KW
proveedores para panaderia,"""distribuidor de productos de alimentación""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,1,1,1.7,1.7,4,73.68,Converting KW
leche condensada por mayoreo,"""distribuidor de productos lácteos""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,1,1,1.7,1.7,2,77.84,Converting KW
dispensador de bebidas para bar,"""suministros para restaurantes""",Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,2,1,1.7,1.7,2,128.3,Converting KW
perfumes originales a precio de fabrica,"""mayorista de perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Wholesale_Phrase,1,1,1.7,1.7,1,109.27,Converting KW
sillas plegables acojinadas mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,1.7,1.7,13,83.22,Converting KW
proveedor pantalones,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,1.7,1.7,13,83.22,Converting KW
ropa para perros mayoreo cdmx,"""proveedores de tiendas de mascotas""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Pet Shop_Phrase,3,1,1.7,1.7,0,,Zero-Reg KW
ropa deportiva original por mayoreo,"""ropa deportiva al por mayor""",Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,5,1,1.7,1.7,3,114.87,Converting KW
proveedor de playeras,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,13,2,1.7,0.85,4,107.67,Converting KW
ambientadores para carro al por mayor,"""distribuidores de aromatizantes""",Phrase match (close variant),MX - Janitorial,Odour_Distributor_Phrase,1,1,1.7,1.7,0,,Zero-Reg KW
sombreros a mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,1.7,1.7,13,83.22,Converting KW
papel navigator,"""suministros oficina""",Phrase match (close variant),MX - Office,Generic_Phrase,5,1,1.7,1.7,1,662.23,Converting KW
como conseguir proveedores de ropa,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,8,2,1.7,0.85,4,107.67,Converting KW
proveedores de tazas personalizadas,"""proveedores tazas""",Phrase match,MX - Food,Kitchen Tools_Suppliers_Phrase,1,1,1.7,1.7,0,,Zero-Reg KW
como comprar por mayoreo en mercado libre,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,1,1,1.7,1.7,4,142.51,Converting KW
cortadora de pan industrial precio,"""equipamiento comercial""",Phrase match (close variant),MX - Generic,Enterprises_Products_Phrase,1,1,1.7,1.7,2,146.94,Converting KW
celulares mayoreo méxico,"""distribuidores de smartphone""",Phrase match (close variant),MX - Electronics,Cell Phones_Distributor_Phrase,1,1,1.7,1.7,3,49.38,Converting KW
playeras de licra mayoreo,"""ropa deportiva al por mayor""",Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,1,1,1.7,1.7,3,114.87,Converting KW
bolsas para mandado mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,1.7,1.7,18,109.3,Converting KW
queso crema mayoreo,"""distribuidor de productos lácteos""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,9,1,1.7,1.7,2,77.84,Converting KW
aceite para motor por mayoreo,[aceite de motor al por mayor],Exact match (close variant),MX - Automotive,Car Care_Wholesale_Exact,1,1,1.7,1.7,1,6.73,Converting KW
herramientas mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,1.7,1.7,18,109.3,Converting KW
lubricantes para motos por mayor,[aceite de moto al por mayor],Exact match (close variant),MX - Automotive,Car Care_Wholesale_Exact,1,1,1.7,1.7,0,,Zero-Reg KW
tony moly mayoreo,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,1,1,1.69,1.69,13,58.64,Converting KW
proveedores en puebla,"""proveedor productos""",Phrase match (close variant),MX - Generic,Core_Suppliers_Products_Phrase,7,1,1.69,1.69,7,154.55,Converting KW
distribuidor de comida coreana,"""distribuidor de productos de alimentación""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,3,1,1.69,1.69,4,73.68,Converting KW
espigueros para panaderia,"""equipamiento comercial""",Phrase match (close variant),MX - Generic,Enterprises_Products_Phrase,3,1,1.69,1.69,2,146.94,Converting KW
proveedores articulos de fiesta,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,1,1,1.69,1.69,4,142.51,Converting KW
termos por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,22,1,1.69,1.69,18,109.3,Converting KW
alcancías de yeso para pintar por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,1.69,1.69,18,109.3,Converting KW
libretas con pluma mayoreo,"""papeleras al por mayor""",Phrase match (close variant),MX - Office,Office Furniture_Wholesale_Phrase,1,1,1.69,1.69,1,79.22,Converting KW
tequila por mayoreo,"""distribuidor de bebidas""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,7,1,1.69,1.69,7,59.86,Converting KW
donde comprar cuadernos por mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,1.69,1.69,18,109.3,Converting KW
camisetas deportivas mayoreo,"""ropa deportiva al por mayor""",Phrase match (close variant),MX - Apparel,Sportwear_Wholesales_Phrase,3,1,1.69,1.69,3,114.87,Converting KW
donde comprar calcetines para vender,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,1.69,1.69,13,83.22,Converting KW
chocolate mayoreo,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,3,1,1.69,1.69,6,206.28,Converting KW
mayoreo de relojes,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,2,1.69,0.85,18,109.3,Converting KW
proveedores de ceramica en mexico,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,1,1,1.69,1.69,4,142.51,Converting KW
donde conseguir ropa para vender,"""comprar ropa para vender""",Exact match (close variant),MX - Apparel,Clothing_Phrase,2,2,1.69,0.85,6,43.0,Converting KW
venta de sudaderas lisas mayoreo,"""ropa por mayoreo""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,3,2,1.69,0.85,4,107.67,Converting KW
papa food service,"""distribuidor de productos de alimentación""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,2,1,1.69,1.69,4,73.68,Converting KW
platos para cafeteria,"""productos para hostelería""",Phrase match (close variant),MX - Food,Products_Phrase,1,1,1.69,1.69,1,342.2,Converting KW
tote bag mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,9,1,1.69,1.69,18,109.3,Converting KW
amazon profesional,[amazon para empresas],Exact match (close variant),MX - Brand Exact,Pure_Exact,8,1,1.69,1.69,0,,Zero-Reg KW
amazon for business,[cuenta de empresa de amazon],Exact match (close variant),MX - Brand Exact,Account_Exact,2,2,1.69,0.85,0,,Zero-Reg KW
tarja industrial de acero inoxidable,"""suministros para restaurantes""",Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,11,1,1.69,1.69,2,128.3,Converting KW
dónde comprar maquillaje por mayoreo,[mayorista de maquillaje],Exact match (close variant),MX - Beauty,Makeup_Wholesale_Exact,3,1,1.69,1.69,1,168.77,Converting KW
abasteo mx,"""compra para empresa""",Phrase match (close variant),MX - Generic,Purchasing_Enterprises_Phrase,15,1,1.68,1.68,2,68.86,Converting KW
gelatinas mayoreo monterrey,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,3,1,1.68,1.68,6,206.28,Converting KW
syana cosmeticos mayoreo hermosillo,"""productos de belleza al por mayor""",Phrase match (close variant),MX - Beauty,Makeup_Wholesale_Phrase,2,1,1.68,1.68,13,58.64,Converting KW
vasos metalicos mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,1.68,1.68,18,109.3,Converting KW
proveedor de carnes para restaurantes,"""distribuidor de productos de alimentación""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,2,1,1.68,1.68,4,73.68,Converting KW
estuches para joyeria mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,1.68,1.68,13,83.22,Converting KW
vaso termico acero inoxidable mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.68,1.68,15,101.18,Converting KW
ugreen mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,9,2,1.68,0.84,18,109.3,Converting KW
distribuidores para tiendas de abarrotes,"""distribuidor de productos de alimentación""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,2,1,1.68,1.68,4,73.68,Converting KW
jeans de mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,2,1,1.68,1.68,18,109.3,Converting KW
souvenirs empresariales originales,"""productos para empresas""",Phrase match (close variant),MX - Generic,Core_Enterprises_Products_Phrase,2,1,1.68,1.68,0,,Zero-Reg KW
essentials mayoreo,"""mayorista españa""",Phrase match (close variant),MX - Generic,Core_Wholesalers_Phrase,3,1,1.68,1.68,3,109.28,Converting KW
can sealer pro grupo horeca,"""suministros para restaurantes""",Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,2,1,1.68,1.68,2,128.3,Converting KW
stainless steel mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,7,1,1.68,1.68,15,101.18,Converting KW
donde comprar calcetines por mayoreo para vender,"""comprar ropa para vender""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,2,2,1.68,0.84,6,43.0,Converting KW
amazon com business,"""cuenta de empresa en amazon""",Phrase match (close variant),MX - Brand Phrase,Account_Phrase,6,3,1.68,0.56,15,46.07,Converting KW
vitrina para pan de aluminio,"""productos para hostelería""",Phrase match (close variant),MX - Food,Products_Phrase,2,1,1.68,1.68,1,342.2,Converting KW
tapetes de yoga por mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,1.68,1.68,13,83.22,Converting KW
distribuidora de perfumes originales en mexico,"""proveedor de perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,4,1,1.68,1.68,4,162.04,Converting KW
joyería de acero inoxidable por mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,5,1,1.68,1.68,13,83.22,Converting KW
donde comprar termos por mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,2,1,1.68,1.68,15,101.18,Converting KW
chocolates al por mayor,"""al por mayor""",Phrase match,MX - Generic,Wholesales_Phrase,2,1,1.68,1.68,15,101.18,Converting KW
termos 30 oz mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,2,1,1.68,1.68,15,101.18,Converting KW
termos para agua mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.68,1.68,15,101.18,Converting KW
baberos desechables para restaurantes,"""productos para hostelería""",Phrase match (close variant),MX - Food,Products_Phrase,2,1,1.68,1.68,1,342.2,Converting KW
proveedores de videojuegos en méxico,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,4,1,1.68,1.68,4,142.51,Converting KW
abarrotes mayoreo en línea,"""mayorista españa""",Phrase match (close variant),MX - Generic,Core_Wholesalers_Phrase,6,1,1.68,1.68,3,109.28,Converting KW
la rancherita central de abastos ecatepec,"""distribuidor de productos lácteos""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,3,1,1.68,1.68,2,77.84,Converting KW
vasos para agua mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.68,1.68,15,101.18,Converting KW
venta de desechable por mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.68,1.68,15,101.18,Converting KW
termos acero inoxidable mayoreo,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,7,1,1.68,1.68,18,109.3,Converting KW
llaveros en mayoreo,[llaveros al por mayor],Exact match (close variant),MX - Automotive,Exterior Accessories_Wholesale_Exact,1,1,1.68,1.68,0,,Zero-Reg KW
desodorantes mayoreo,"""proveedor de desodorantes""",Phrase match (close variant),MX - Beauty,Skin Care_Supplier_Phrase,1,2,1.68,0.84,0,,Zero-Reg KW
aretes acero inoxidable mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,2,1,1.68,1.68,15,101.18,Converting KW
venta de desechables por mayoreo en guadalajara,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,2,1,1.68,1.68,15,101.18,Converting KW
escobas perico mayoreo precio,"""proveedor de escobas""",Phrase match (close variant),MX - Janitorial,Tools_Supplier_Phrase,2,1,1.68,1.68,0,,Zero-Reg KW
mayoreo de tenis,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.67,1.67,15,101.18,Converting KW
donde comprar camisetas por mayoreo,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
chalecos de seguridad industrial,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,10,1,1.67,1.67,0,,Zero-Reg KW
guantes nitrilo proveedor,"""proveedor de guantes de nitrilo""",Exact match (close variant),MX - Medical,Gloves_Suppliers_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
proveedores playeras oversize,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
pashmina mujer mayoreo,"""proveedores de accesorios de moda""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Accessories_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
jugueteria mayorista,"""distribuidores de juguetes""",Exact match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
cubrebocas mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,2,1,1.67,1.67,13,83.22,Converting KW
proveedores de relojes originales,"""compras proveedor""",Phrase match (close variant),MX - Generic,Suppliers_Products_Phrase,1,1,1.67,1.67,4,142.51,Converting KW
abarrotes de mayoreo,"""distribuidor de productos de alimentación""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,4,1,1.67,1.67,4,73.68,Converting KW
cafe por mayoreo mexico,"""proveedores de café""",Phrase match (close variant),MX - Food,Food_Suppliers_Phrase,4,1,1.67,1.67,2,50.39,Converting KW
dijes de acero inoxidable mayoreo,"""productos al por mayor""",Phrase match (close variant),MX - Generic,Core_Wholesales_Products_Phrase,1,1,1.67,1.67,13,83.22,Converting KW
jugueteria mayorista,"""distribuidores de juguetes""",Exact match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
camisas para uniformes,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,2,1,1.67,1.67,0,,Zero-Reg KW
mini termos mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,26,1,1.67,1.67,15,101.18,Converting KW
gondola para tienda,"""mobiliario para tiendas""",Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,2,1,1.67,1.67,0,,Zero-Reg KW
playera alta visibilidad cómoda manga larga reflejante sport,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
playeras mayoreo cdmx,"""comprar ropa para vender""",Phrase match (close variant),MX - Apparel,Clothing_Phrase,1,1,1.67,1.67,6,43.0,Converting KW
ropa electricista,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
playeras tipo polo para uniformes,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,2,1,1.67,1.67,0,,Zero-Reg KW
playeras por mayoreo para estampar,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
hot wheels baratos al por mayor,"""distribuidores de juguetes""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,3,1,1.67,1.67,0,,Zero-Reg KW
playeras premium mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.67,1.67,15,101.18,Converting KW
camisas para empresas,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,3,1,1.67,1.67,0,,Zero-Reg KW
yogurt griego al por mayor,"""distribuidor de productos lácteos""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,2,1,1.67,1.67,2,77.84,Converting KW
uniforme de limpieza,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
yetis a mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,2,1,1.67,1.67,15,101.18,Converting KW
venta de ropa por mayoreo,[mayoristas de prendas de vestir],Exact match (close variant),MX - Shops,Shops_Wholesalers_Clothing_Exact,11,1,1.67,1.67,0,,Zero-Reg KW
proveedor de perfumes originales en mexico,"""distribuidores perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Distributors_Phrase,1,1,1.67,1.67,2,17.07,Converting KW
sudaderas proveedores,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
sillas administrativas,[sillas oficina],Exact match (close variant),MX - Office,Furniture_Exact,1,1,1.67,1.67,0,,Zero-Reg KW
overoles dielectricos,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
relojes al por mayor,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,4,1,1.67,1.67,18,109.3,Converting KW
aceite para moto mayoreo,[aceite de moto al por mayor],Exact match (close variant),MX - Automotive,Car Care_Wholesale_Exact,1,1,1.67,1.67,0,,Zero-Reg KW
distribuidora de productos de limpieza a granel,"""venta al por mayor de artículos de limpieza""",Phrase match (close variant),MX - Janitorial,Wholesales_Phrase,1,1,1.67,1.67,1,134.33,Converting KW
hot wheels baratos al por mayor,"""distribuidores de juguetes""",Phrase match (close variant),MX - Shops,Shops_Suppliers_Toys Shop_Phrase,3,1,1.67,1.67,0,,Zero-Reg KW
bolsas americanas por mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.67,1.67,15,101.18,Converting KW
proveedores de gorras al por mayor,[distribuidores de gorras],Exact match (close variant),MX - Apparel,Accessories_Distributor_Exact,3,2,1.67,0.84,0,,Zero-Reg KW
ropa de trabajo para hombre,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
cosas por mayoreo en mercado libre,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.67,1.67,15,101.18,Converting KW
muebles para minisuper,"""mobiliario para tiendas""",Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,2,1,1.67,1.67,0,,Zero-Reg KW
lista de papelería para negocio,"""compra para empresa""",Phrase match (close variant),MX - Generic,Purchasing_Enterprises_Phrase,4,1,1.67,1.67,2,68.86,Converting KW
fundas para celular mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,2,1,1.67,1.67,15,101.18,Converting KW
playeras de poliéster para sublimar mayoreo,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
key germoquat plus,"""suministros de limpieza industrial""",Phrase match (close variant),MX - Janitorial,Floor Care_Phrase,1,1,1.67,1.67,0,,Zero-Reg KW
mostradores para negocios modernos,"""mobiliario para tiendas""",Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,2,1,1.67,1.67,0,,Zero-Reg KW
parrillas de gas para negocio,"""suministros para restaurantes""",Phrase match (close variant),MX - Food,Generic_Restaurant_Phrase,13,1,1.67,1.67,2,128.3,Converting KW
vitrinas exhibidoras,"""mobiliario para tiendas""",Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,6,1,1.67,1.67,0,,Zero-Reg KW
garrafones mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,2,1,1.66,1.66,15,101.18,Converting KW
dulces americanos mayoreo,"""mayoristas de dulces""",Phrase match (close variant),MX - Food,Food_Wholesalers_Phrase,3,2,1.66,0.83,1,94.31,Converting KW
racks para tienda de ropa,"""mobiliario para tiendas""",Phrase match (close variant),MX - Shops,Shops_Furniture_Phrase,1,1,1.66,1.66,0,,Zero-Reg KW
nescafe mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.66,1.66,15,101.18,Converting KW
distribuidora de azúcar,"""distribuidor de productos de alimentación""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,2,1,1.66,1.66,4,73.68,Converting KW
sudaderas mayoreo para estampar,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,2,1,1.66,1.66,0,,Zero-Reg KW
lentes por mayoreo en guadalajara,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,3,1,1.66,1.66,15,101.18,Converting KW
playeras lisas por mayoreo,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,1,1,1.66,1.66,0,,Zero-Reg KW
distribuidora gobi,"""suministros de limpieza industrial""",Phrase match (close variant),MX - Janitorial,Floor Care_Phrase,1,1,1.66,1.66,0,,Zero-Reg KW
venta de playeras a mayoreo,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,2,1,1.66,1.66,0,,Zero-Reg KW
vajilla para restaurantes,"""vajilla profesional""",Exact match (close variant),MX - Food,Cultlery_Phrase,4,1,1.66,1.66,1,239.41,Converting KW
perfumes miniatura originales mayoreo,"""proveedor de perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Supplier_Phrase,11,1,1.66,1.66,4,162.04,Converting KW
bolsas de papel por mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.66,1.66,15,101.18,Converting KW
mantequilla al mayoreo,"""distribuidor de productos lácteos""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,1,1,1.66,1.66,2,77.84,Converting KW
uniformes industriales,"""ropa industrial""",Exact match (close variant),MX - Industrial,Clothing_Phrase,3,1,1.66,1.66,0,,Zero-Reg KW
ropa interior por mayor directo de fábrica,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,4,1,1.66,1.66,15,101.18,Converting KW
bucket hat mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.66,1.66,15,101.18,Converting KW
batas para personal de limpieza,"""ropa industrial""",Phrase match (close variant),MX - Industrial,Clothing_Phrase,1,1,1.66,1.66,0,,Zero-Reg KW
proveedor playeras oversize,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,2,1,1.66,1.66,0,,Zero-Reg KW
red cola mayoreo,"""venta de bebidas al por mayor""",Phrase match (close variant),MX - Food,Wholesales_Food_Phrase,1,1,1.66,1.66,0,,Zero-Reg KW
venta de cachuchas al mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.66,1.66,15,101.18,Converting KW
gorras acrilicas al por mayor,"""tienda al por mayor en línea""",Phrase match (close variant),MX - Generic,Wholesales_Buy_Phrase,1,1,1.66,1.66,18,109.3,Converting KW
aromatizantes para autos por mayoreo,"""distribuidores de aromatizantes""",Phrase match (close variant),MX - Janitorial,Odour_Distributor_Phrase,1,1,1.66,1.66,0,,Zero-Reg KW
queso mayoreo,"""distribuidor de productos lácteos""",Phrase match (close variant),MX - Food,Food_Distributor_Phrase,1,1,1.66,1.66,2,77.84,Converting KW
tiendanube mexico,"""tienda online para negocios""",Phrase match (close variant),MX - Generic,Enterprises_Shop_Phrase,31,1,1.66,1.66,0,,Zero-Reg KW
proveedor de perfumes originales,"""mayorista de perfume""",Phrase match (close variant),MX - Beauty,Fragrance_Wholesale_Phrase,11,1,1.66,1.66,1,109.27,Converting KW
porta salsas para restaurante,"""productos para hostelería""",Phrase match (close variant),MX - Food,Products_Phrase,1,1,1.66,1.66,1,342.2,Converting KW
articulos promocionales guadalajara,"""productos para empresas""",Phrase match (close variant),MX - Generic,Core_Enterprises_Products_Phrase,9,1,1.66,1.66,0,,Zero-Reg KW
venta de mayoreo de abarrotes,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,1,1,1.66,1.66,6,206.28,Converting KW
proveedor de telas en mexico,"""proveedores textiles""",Phrase match (close variant),MX - Materials,Materials_Suppliers_Textiles_Phrase,1,1,1.66,1.66,0,,Zero-Reg KW
fábrica de productos de limpieza por mayor para revender,[mayoristas de artículos de limpieza],Exact match (close variant),MX - Janitorial,Wholesalers_Exact,1,1,1.66,1.66,0,,Zero-Reg KW
abarrotes mayoreo central de abastos cdmx,"""alimentos al por mayor""",Phrase match (close variant),MX - Food,Food_Wholesale_Phrase,15,1,1.66,1.66,6,206.28,Converting KW
mostradores de metal,"""equipos para tiendas""",Phrase match (close variant),MX - Shops,Shops_Generic_Phrase,3,1,1.66,1.66,0,,Zero-Reg KW
frascos de vidrio con tapa por mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,1,1,1.66,1.66,15,101.18,Converting KW
lapices mayoreo,"""al por mayor""",Phrase match (close variant),MX - Generic,Wholesales_Phrase,2,1,1.66,1.66,15,101.18,Converting KW
filtros de aceite por mayoreo,[filtros de aceite al por mayor],Exact match (close variant),MX - Automotive,Car Care_Wholesale_Exact,1,1,1.65,1.65,0,,Zero-Reg KW
escobas por mayoreo,"""proveedor de escobas""",Phrase match (close variant),MX - Janitorial,Tools_Supplier_Phrase,2,1,1.65,1.65,0,,Zero-Reg KW
