Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
bulk foods wholesale,"""wholesale foods""",Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,4.82,4.82,2,201.16,Converting KW
palmolive soap wholesale,"""bulk bath products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Bulk_Phrase,3,1,4.82,4.82,1,216.94,Converting KW
mobile phone wholesalers australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,1,1,4.82,4.82,0,,Zero-Reg KW
wholesalers sydney,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,3,2,4.82,2.41,0,,Zero-Reg KW
wholesale bella canvas,"""t-shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,2,1,4.82,4.82,0,,Zero-Reg KW
chocolate easter bunnies bulk,"""bulk easter sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,1,1,4.82,4.82,0,,Zero-Reg KW
candle wholesale australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,1,1,4.81,4.81,0,,Zero-Reg KW
needoh bulk,"""distributors toy""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,3,1,4.81,4.81,0,,Zero-Reg KW
electrical wholesaler online australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,1,1,4.81,4.81,0,,Zero-Reg KW
bulk t shirts under 1 australia,"""shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,6,2,4.81,2.4,0,,Zero-Reg KW
claw clip wholesale,"""hair wholesale""",Phrase match (close variant),AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,1,1,4.81,4.81,1,95.27,Converting KW
wholesale activewear suppliers australia,"""sportswear suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Sportware_Suppliers_Phrase,1,1,4.81,4.81,0,,Zero-Reg KW
bulk laundry bags,"""bulk laundry supplies""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Bulk_Phrase,1,1,4.81,4.81,1,129.66,Converting KW
plantain wholesale,"""bulk fruit""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,4.81,4.81,1,128.67,Converting KW
canned food in bulk,[bulk canned food],Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Exact,1,1,4.8,4.8,0,,Zero-Reg KW
wholesalers adelaide,"""wholesaler au""",Phrase match (close variant),AU_Generic,Wholesalers_Phrase,2,1,4.8,4.8,0,,Zero-Reg KW
small business amazon seller,"""online shop for companies""",Phrase match (close variant),AU_Generic,Enterprises_Shop_Phrase,1,2,4.8,2.4,0,,Zero-Reg KW
wholesale commercial cleaning supplies,"""cleaning distributors""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Distributors_Phrase,1,1,4.8,4.8,3,125.42,Converting KW
bulk buy flour,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,4,1,4.8,4.8,0,,Zero-Reg KW
wholesale clearance australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,3,1,4.8,4.8,0,,Zero-Reg KW
britex br 11 commercial 3in1 deep cleaning machine,"""buy janitorial""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,1,1,4.8,4.8,0,,Zero-Reg KW
bulk beauty supplies,"""beautician wholesaler""",Exact match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,1,1,4.8,4.8,0,,Zero-Reg KW
bulk dark chocolate chips,"""bulk chocolate""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,3,1,4.8,4.8,3,79.4,Converting KW
wholesale rigid gift boxes,"""bulk packaging""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,4.79,4.79,0,,Zero-Reg KW
caps in bulk,"""headwear distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,4,1,4.79,4.79,0,,Zero-Reg KW
bulk buy for business,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,4.79,4.79,0,,Zero-Reg KW
shirt wholesales,"""t-shirts distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Tops_Distributors_Phrase,1,1,4.79,4.79,0,,Zero-Reg KW
human hair vendors wholesale,"""hair wholesale""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,1,1,4.79,4.79,1,95.27,Converting KW
bulk chocolates individually wrapped,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,1,1,4.78,4.78,2,227.29,Converting KW
wholesale perfumes australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,2,1,4.78,4.78,0,,Zero-Reg KW
paper organisers,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,2,1,4.78,4.78,1,385.77,Converting KW
office drawer organiser,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,2,1,4.78,4.78,1,385.77,Converting KW
soap in bulk,[bulk soap],Exact match (close variant),AU_Generic_P-V_Janitorial,Soap_Bulk_Exact,1,1,4.78,4.78,0,,Zero-Reg KW
bulk assorted chocolates,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,5,1,4.78,4.78,2,227.29,Converting KW
bulk polo shirts for printing,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,4.78,4.78,0,,Zero-Reg KW
wholesale cleaning supplies near me,"""bulk janitorial supplies""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Supply_Bulk_Phrase,2,1,4.78,4.78,1,18.7,Converting KW
small engine wholesale distributors,"""wholesale equipment""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,4.77,4.77,0,,Zero-Reg KW
bulk merchandise suppliers,"""other suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Phrase,1,1,4.77,4.77,0,,Zero-Reg KW
dell optiplex workstation,"""computers for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,2,1,4.77,4.77,0,,Zero-Reg KW
flex fit hats wholesale,"""headwear distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,4.77,4.77,0,,Zero-Reg KW
amazon b2b,"""amazon business portal""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,3,2,4.77,2.38,4,90.26,Converting KW
wholesale retailers,"""other suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Phrase,1,1,4.76,4.76,0,,Zero-Reg KW
cheap canning jars bulk,"""jars bulk""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,2,1,4.76,4.76,5,120.9,Converting KW
amazon business sign in,[amazon business sign in],Exact match,AU_Brand_Exact,Navigation_Exact,21,3,4.76,1.59,0,,Zero-Reg KW
wholesale hardware,[hardware bulk],Exact match (close variant),AU_Generic_P-V_Crafts,Professional-Tools_Bulk_Exact,2,1,4.76,4.76,0,,Zero-Reg KW
where to buy bulk chocolate,[bulk chocolate],Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Exact,1,1,4.76,4.76,0,,Zero-Reg KW
prosense gloves,"""professional work gloves""",Phrase match (close variant),AU_Generic_P-V_Safety,Equipment-Gear_Phrase,4,1,4.76,4.76,0,,Zero-Reg KW
where can i buy toilet paper in bulk,[bulk toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,4.76,4.76,3,30.72,Converting KW
best place to buy bulk food online australia,"""bulk buy food""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,31,2,4.76,2.38,4,128.88,Converting KW
where can i buy toilet paper in bulk,[bulk toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,4.76,4.76,3,5.82,Converting KW
wholesale goods brisbane,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,4.76,4.76,0,,Zero-Reg KW
wholesale wrapping paper australia,"""wholesaler au""",Phrase match (close variant),AU_Generic,Wholesalers_Phrase,1,1,4.75,4.75,0,,Zero-Reg KW
bulk disposable plates,"""bulk plates""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,2,1,4.75,4.75,0,,Zero-Reg KW
wholesale boho clothing suppliers australia,"""wholesaler au""",Phrase match (close variant),AU_Generic,Wholesalers_Phrase,1,1,4.75,4.75,0,,Zero-Reg KW
business plastic bags,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,4.75,4.75,0,,Zero-Reg KW
trading card wholesale distributors,"""wholesaler traders""",Phrase match (close variant),AU_Generic,Wholesalers_Enterprises_Phrase,1,1,4.75,4.75,0,,Zero-Reg KW
nail polish remover pads bulk,"""bulk nail accessories""",Phrase match (close variant),AU_Generic_P-V_Beauty,Nail-Care_Bulk_Phrase,1,1,4.74,4.74,0,,Zero-Reg KW
desk partition,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,2,1,4.74,4.74,1,385.77,Converting KW
wholesale clothes suppliers,[clothing bulk],Exact match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Exact,2,1,4.73,4.73,0,,Zero-Reg KW
maybelline lipstick wholesale,"""makeup suppliers""",Phrase match (close variant),AU_Generic_P-V_Beauty,Makeup_Supplier_Phrase,1,1,4.73,4.73,1,264.08,Converting KW
office drawers for sale,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,1,1,4.73,4.73,1,385.77,Converting KW
how to find a supplier,"""suppliers companies""",Phrase match (close variant),AU_Generic,Suppliers_Enterprises_Phrase,1,1,4.73,4.73,0,,Zero-Reg KW
salon product suppliers near me,"""beautician wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,2,1,4.73,4.73,0,,Zero-Reg KW
fruit and veg wholesalers,"""bulk fruit""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,4.73,4.73,1,128.67,Converting KW
bulk choc chips,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,3,1,4.73,4.73,2,227.29,Converting KW
electrical wholesaler melbourne,"""electrical suppliers""",Phrase match (close variant),AU_Generic_P-V_Crafts,Professional-Tools_Suppliers_Phrase,2,1,4.73,4.73,0,,Zero-Reg KW
micro saas ideas 2026,"""products for start-ups""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,4.73,4.73,0,,Zero-Reg KW
sparkling water wholesale,"""wholesale soft drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,2,1,4.73,4.73,1,115.32,Converting KW
bulk party plates,"""bulk plates""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,2,1,4.73,4.73,0,,Zero-Reg KW
honey containers bulk,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,4,1,4.72,4.72,5,120.9,Converting KW
liquid soap for galley,"""cleaning buy""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,2,1,4.72,4.72,0,,Zero-Reg KW
gym wear manufacturers australia,"""sportswear suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Sportware_Suppliers_Phrase,2,1,4.72,4.72,0,,Zero-Reg KW
activewear wholesale suppliers,[wholesale sportswear],Exact match (close variant),AU_Generic_P-V_Apparel,Sportware_Wholesales_Exact,1,1,4.72,4.72,0,,Zero-Reg KW
where can i bulk buy products,"""product supply""",Phrase match (close variant),AU_Generic,Procurement_Products_Phrase,1,1,4.72,4.72,0,,Zero-Reg KW
commercial kitchen steel table,"""buy commercial equipment""",Phrase match (close variant),AU_Generic,Commercial Customers_Products_Phrase,1,1,4.71,4.71,0,,Zero-Reg KW
bulk whiskey,[bulk whisky],Exact match (close variant),AU_Generic_P-V_Food,Drinks_Bulk_Exact,6,1,4.71,4.71,0,,Zero-Reg KW
book suppliers australia,"""book wholesales""",Phrase match (close variant),AU_Generic_P-V_Shops,Books Shop_Wholesales_Phrase,3,1,4.71,4.71,1,16.09,Converting KW
bulk paper towel,[bulk paper towels],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,8,1,4.71,4.71,1,22.88,Converting KW
wholesale toilet paper australia,"""tissue paper distributor""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,1,1,4.71,4.71,0,,Zero-Reg KW
bulk paper towel,[bulk paper towels],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,8,1,4.71,4.71,1,81.2,Converting KW
plastic takeaway containers bulk,"""bulk take out boxes""",Phrase match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,7,1,4.71,4.71,0,,Zero-Reg KW
wholesale drinks sydney,"""drinks wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,3,1,4.71,4.71,1,152.24,Converting KW
wholesale directory,"""other suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Phrase,2,1,4.71,4.71,0,,Zero-Reg KW
filing solutions,[office filing system],Exact match (close variant),AU_Generic_P-V_Office,Office_Exact,1,1,4.71,4.71,0,,Zero-Reg KW
cleaning supplies for sale,[cleaning products],Exact match (close variant),AU_Generic_P-V_Janitorial,Products_Exact,1,1,4.7,4.7,1,105.82,Converting KW
plastic bucket manufacturers australia,"""au suppliers""",Phrase match (close variant),AU_Generic,Suppliers_Phrase,1,1,4.7,4.7,0,,Zero-Reg KW
wholesale pimple patches,"""bulk skin care products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Bulk_Phrase,1,1,4.7,4.7,2,112.48,Converting KW
cosmetic wholesale,"""beautician wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,3,1,4.7,4.7,0,,Zero-Reg KW
callebaut chocolate wholesale,"""bulk chocolate""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,4.7,4.7,3,79.4,Converting KW
plain tote bag in bulk,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,4.7,4.7,0,,Zero-Reg KW
office desk drawers,"""desk equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Products_Phrase,4,1,4.7,4.7,1,385.77,Converting KW
digital signage display tv,"""commercial smart tv""",Phrase match (close variant),AU_Generic_P-V_Electronics,Televisions_Phrase,3,1,4.7,4.7,0,,Zero-Reg KW
food wholesale,[wholesale foodstuffs],Exact match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Exact,4,1,4.7,4.7,0,,Zero-Reg KW
butter wholesale price,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,2,1,4.7,4.7,2,201.16,Converting KW
bulk shampoo and conditioner for airbnb,"""bulk shampoo""",Phrase match,AU_Generic_P-V_Beauty,Hair-Styling_Bulk_Phrase,7,2,4.69,2.35,0,,Zero-Reg KW
riggamate gloves,"""professional work gloves""",Phrase match (close variant),AU_Generic_P-V_Safety,Equipment-Gear_Phrase,1,1,4.69,4.69,0,,Zero-Reg KW
airpods pro 2 wholesale,"""wholesale earphones""",Phrase match (close variant),AU_Generic_P-V_Electronics,Headphones_Wholesale_Phrase,1,1,4.69,4.69,0,,Zero-Reg KW
natural life wholesale,"""clothing distributors""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Distributors_Phrase,1,1,4.69,4.69,0,,Zero-Reg KW
restaurant supply,"""buy commercial equipment""",Phrase match (close variant),AU_Generic,Commercial Customers_Products_Phrase,2,1,4.69,4.69,0,,Zero-Reg KW
reinol hand cleaner,"""cleaning buy""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,2,1,4.69,4.69,0,,Zero-Reg KW
wholesale australia online,"""au suppliers""",Phrase match (close variant),AU_Generic,Suppliers_Phrase,3,1,4.69,4.69,0,,Zero-Reg KW
wholesale art suppliers australia,"""au suppliers""",Phrase match,AU_Generic,Suppliers_Phrase,1,1,4.69,4.69,0,,Zero-Reg KW
book wholesalers australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,6,1,4.69,4.69,0,,Zero-Reg KW
amazon business in australia,[amazon business au],Exact match (close variant),AU_Brand_Exact,Pure_Exact,3,1,4.69,4.69,0,,Zero-Reg KW
amazon business sign in page,[amazon business prime login],Exact match (close variant),AU_Brand_Exact,Prime_Exact,2,1,4.69,4.69,0,,Zero-Reg KW
bulk shopping near me,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,4.69,4.69,0,,Zero-Reg KW
bulk toilet paper online,[bulk toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,4.68,4.68,3,30.72,Converting KW
free suppliers for reselling,"""other suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Phrase,2,1,4.68,4.68,0,,Zero-Reg KW
bulk toilet paper online,[bulk toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,4.68,4.68,3,5.82,Converting KW
buy in bulk online cheap,"""bulk distributor""",Phrase match (close variant),AU_Generic,Bulk_Distributors_Phrase,3,1,4.68,4.68,0,,Zero-Reg KW
ribena bulk,"""bulk fruit juice""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Bulk_Phrase,2,1,4.68,4.68,0,,Zero-Reg KW
amazon franchise,"""amazon business delivery""",Phrase match (close variant),AU_Brand_Phrase,Navigation_Phrase,1,1,4.68,4.68,2,32.41,Converting KW
wholesale beanies with logo,"""hats wholesale""",Phrase match (close variant),AU_Generic_P-V_Apparel,Outerwear_Wholesales_Phrase,1,1,4.67,4.67,0,,Zero-Reg KW
where to buy bulk flour,"""bulk baking supplies""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,2,1,4.67,4.67,0,,Zero-Reg KW
braiding hair suppliers,"""beautician wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,1,1,4.67,4.67,0,,Zero-Reg KW
hand towel bulk buy,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,4.67,4.67,0,,Zero-Reg KW
beauty wholesalers,"""beautician wholesaler""",Exact match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,5,1,4.67,4.67,0,,Zero-Reg KW
cake box bulk,"""bulk cake boxes""",Exact match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,1,1,4.67,4.67,0,,Zero-Reg KW
bulk fishnet stockings,"""bulk hosiery""",Phrase match (close variant),AU_Generic_P-V_Apparel,Leggins & Tights_Bulk_Phrase,1,1,4.66,4.66,0,,Zero-Reg KW
promotional water bottles cheap,"""bulk water bottles""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Bulk_Phrase,2,1,4.66,4.66,0,,Zero-Reg KW
lollies in bulk australia,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,1,1,4.66,4.66,2,227.29,Converting KW
facial tissue wholesale,"""tissue paper distributor""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,1,1,4.66,4.66,0,,Zero-Reg KW
亚马逊 商家 注册,"""amazon business registration""",Phrase match (close variant),AU_Brand_Phrase,Account_ Phrase,2,1,4.66,4.66,0,,Zero-Reg KW
party accessories,[party decorations products],Exact match (close variant),AU_Generic_P-V_Celebrations,Party_Decorations_Exact,1,1,4.66,4.66,0,,Zero-Reg KW
wholesale jars and bottles,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,4.66,4.66,5,120.9,Converting KW
cheap bulk cleaning supplies,"""bulk janitorial supplies""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Supply_Bulk_Phrase,2,1,4.66,4.66,1,18.7,Converting KW
korean skincare wholesale australia,"""skin care products suppliers""",Phrase match (close variant),AU_Generic_P-V_Beauty,Skin-Care_Supplier_Phrase,2,1,4.66,4.66,1,42.02,Converting KW
stationery items,[stationery accessories],Exact match (close variant),AU_Generic_P-V_Office,Stationery_Exact,4,1,4.66,4.66,0,,Zero-Reg KW
hair suppliers china,"""beautician wholesaler""",Phrase match (close variant),AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Phrase,2,1,4.66,4.66,0,,Zero-Reg KW
housekeeping supplies wholesale,"""cleaning distributors""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Distributors_Phrase,1,1,4.65,4.65,3,125.42,Converting KW
hairdressing supplies online,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,3,1,4.65,4.65,8,113.14,Converting KW
bulk cooking oil suppliers australia,"""oils suppliers""",Phrase match,AU_Generic_P-V_Food,Condiments_Suppliers_Phrase,5,1,4.65,4.65,0,,Zero-Reg KW
wholesale gift boxes with window,"""gift wholesaler""",Phrase match (close variant),AU_Generic_P-V_Shops,Wholesalers_Gifts_Phrase,1,1,4.65,4.65,2,44.42,Converting KW
cleaning products wholesale,[bulk cleaning],Exact match (close variant),AU_Generic_P-V_Janitorial,Products_Bulk_Exact,2,1,4.65,4.65,1,42.66,Converting KW
bulk dry goods,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,4.65,4.65,0,,Zero-Reg KW
wholesale hair supplies near me,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,4.64,4.64,8,113.14,Converting KW
amazon commercial login,[amazon business prime login],Exact match (close variant),AU_Brand_Exact,Prime_Exact,2,2,4.64,2.32,0,,Zero-Reg KW
seasoning containers bulk,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,4.64,4.64,5,120.9,Converting KW
bulk canola oil suppliers australia,"""wholesaler au""",Phrase match (close variant),AU_Generic,Wholesalers_Phrase,1,1,4.64,4.64,0,,Zero-Reg KW
cadbury wholesale,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,6,1,4.64,4.64,2,227.29,Converting KW
hairdresser supply store,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,2,1,4.64,4.64,8,113.14,Converting KW
skin care suppliers,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,1,1,4.63,4.63,8,113.14,Converting KW
where to buy travel size items in bulk,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,4.63,4.63,0,,Zero-Reg KW
release all surface cleaner,"""cleaning products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Phrase,1,1,4.63,4.63,3,241.91,Converting KW
wholesale cosmetics,[makeup suppliers],Exact match (close variant),AU_Generic_P-V_Beauty,Makeup_Supplier_Exact,5,1,4.63,4.63,0,,Zero-Reg KW
jarritos wholesale price,"""wholesale soft drinks""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,1,1,4.63,4.63,1,115.32,Converting KW
wholesale flour,"""bulk flours""",Exact match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,3,1,4.63,4.63,0,,Zero-Reg KW
terracotta pots wholesale australia,"""pots wholesalers""",Phrase match,AU_Generic_P-V_Food,Cookware_Wholesalers_Phrase,2,1,4.63,4.63,0,,Zero-Reg KW
ferrero rocher wholesale,"""bulk chocolate""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,3,1,4.63,4.63,3,79.4,Converting KW
beauty equipment suppliers australia,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,3,1,4.63,4.63,8,113.14,Converting KW
tshirt wholesale australia,"""au suppliers""",Phrase match (close variant),AU_Generic,Suppliers_Phrase,1,1,4.63,4.63,0,,Zero-Reg KW
buying bulk toilet paper,[bulk toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,4.62,4.62,3,5.82,Converting KW
buying bulk toilet paper,[bulk toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,4.62,4.62,3,30.72,Converting KW
wholesale china,"""other suppliers""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Suppliers_Phrase,2,1,4.62,4.62,0,,Zero-Reg KW
wholesale bed linen suppliers australia,"""au suppliers""",Phrase match,AU_Generic,Suppliers_Phrase,1,1,4.62,4.62,0,,Zero-Reg KW
bulk marshmallows,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,4,1,4.62,4.62,2,227.29,Converting KW
metal business cards with nfc,"""business cards business""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,4.62,4.62,1,319.47,Converting KW
bulk beauty supplies,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,5,1,4.61,4.61,8,113.14,Converting KW
cleaning supplier,"""cleaning distributors""",Exact match (close variant),AU_Generic_P-V_Janitorial,Distributors_Phrase,2,1,4.61,4.61,3,125.42,Converting KW
abalone wholesale australia,"""wholesaler au""",Phrase match,AU_Generic,Wholesalers_Phrase,1,1,4.61,4.61,0,,Zero-Reg KW
wholesale churro suppliers,"""wholesale foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesale_Phrase,1,1,4.61,4.61,2,201.16,Converting KW
soap saver bags wholesale,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,4.61,4.61,0,,Zero-Reg KW
emmacloth wholesale,"""wholesale casual""",Phrase match (close variant),AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,1,1,4.61,4.61,0,,Zero-Reg KW
bulk grocery,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,2,1,4.6,4.6,0,,Zero-Reg KW
250 ml jars with lids wholesale,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,4.6,4.6,5,120.9,Converting KW
bulk lollipops,"""buy bulk sweets""",Phrase match (close variant),AU_Generic_P-V_Food,Sweets_Bulk_Phrase,11,1,4.6,4.6,2,227.29,Converting KW
lg digital signage 75 inch price,"""commercial smart tv""",Phrase match (close variant),AU_Generic_P-V_Electronics,Televisions_Phrase,1,1,4.6,4.6,0,,Zero-Reg KW
wltoys wholesale,"""distributors toy""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Distributors_Phrase,2,1,4.6,4.6,0,,Zero-Reg KW
wholesale singlets australia,"""wholesale casual""",Phrase match (close variant),AU_Generic_P-V_Apparel,Dresses_Wholesales_Phrase,1,1,4.6,4.6,0,,Zero-Reg KW
paper towel bulk,[bulk paper towels],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk,23,1,4.6,4.6,1,81.2,Converting KW
