Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,Registrations,CPC,CPA,CTR %,Conv Rate %
"""equipment wholesale""",Phrase match,AU_Generic,Wholesales_Products_Phrase,50,8,44.89,0,5.61,,16.0,0.0
"""wholesale oils""",Phrase match,AU_Generic_P-V_Food,Condiments_Wholesale_Phrase,58,11,44.48,0,4.04,,18.97,0.0
"""products for start-ups""",Phrase match,AU_Generic,Enterprises_Products_Phrase,95,7,44.19,0,6.31,,7.37,0.0
"""apparel bulk""",Phrase match,AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,129,15,44.14,0,2.94,,11.63,0.0
"""meat wholesale market""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,58,8,44.06,0,5.51,,13.79,0.0
[bulk socks],Exact match,AU_Generic_P-V_Apparel,Hosiery & Socks_Bulk_Exact,28,5,44.06,0,8.81,,17.86,0.0
[wholesaler for resellers],Exact match,AU_Generic,Resellers_Distributors_Exact,72,7,44.05,0,6.29,,9.72,0.0
"""suppliers for companies""",Phrase match,AU_Generic,Suppliers_Enterprises_Phrase,28,3,43.96,0,14.65,,10.71,0.0
[bulk paper towels],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk,100,7,43.77,0,6.25,,7.0,0.0
[how to create a business amazon account],Exact match,AU_Brand_Exact,Account_Exact,25,3,43.75,1,14.58,43.75,12.0,33.33
"""plastic supplier""",Phrase match,AU_Generic_P-V_Materials,Suppliers_Plastic_Phrase,120,14,43.71,0,3.12,,11.67,0.0
[wholesale drinks],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,59,12,43.62,0,3.64,,20.34,0.0
[wholesale sweets],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,54,9,43.38,0,4.82,,16.67,0.0
"""book wholesales""",Phrase match,AU_Generic_P-V_Shops,Books Shop_Wholesales_Phrase,100,10,43.25,0,4.33,,10.0,0.0
"""professional workbenches""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Phrase,107,11,42.48,0,3.86,,10.28,0.0
"""detergent supplier""",Phrase match,AU_Generic_P-V_Janitorial,Detergent_Supplier_Phrase,38,4,42.09,0,10.52,,10.53,0.0
"""skin care products suppliers""",Phrase match,AU_Generic_P-V_Beauty,Skin-Care_Supplier_Phrase,52,7,42.02,1,6.0,42.02,13.46,14.29
[drinks wholesaler],Exact match,AU_Generic_P-V_Food,Wholesalers_Food_Exact,51,6,41.99,0,7.0,,11.76,0.0
"""bulk cell phone accessories""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Bulk_Phrase,101,11,41.94,0,3.81,,10.89,0.0
[cosmetics wholesaler],Exact match,AU_Generic_P-V_Beauty,Wholesalers_Cosmetics_Exact,61,9,41.79,0,4.64,,14.75,0.0
"""professional air tools""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Phrase,151,5,41.74,0,8.35,,3.31,0.0
[amazon business account sign up],Exact match,AU_Brand_Exact,Account_Exact,22,7,41.58,2,5.94,20.79,31.82,28.57
"""wholesale socks""",Phrase match,AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,44,4,41.24,0,10.31,,9.09,0.0
"""office accessories""",Phrase match,AU_Generic_P-V_Office,Office_Phrase,237,17,41.15,0,2.42,,7.17,0.0
[amazon company account],Exact match,AU_Brand_Exact,Account_Exact,52,12,40.95,0,3.41,,23.08,0.0
"""bulk socks""",Phrase match,AU_Generic_P-V_Apparel,Hosiery & Socks_Bulk_Phrase,92,12,40.64,0,3.39,,13.04,0.0
[bulk boxed chocolate],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,88,13,40.57,0,3.12,,14.77,0.0
"""wholesale outlet""",Phrase match,AU_Generic,Wholesales_Buy_Phrase,17,4,40.17,0,10.04,,23.53,0.0
"""other distributors""",Phrase match,AU_Generic_P-V_Apparel,Hosiery & Socks_Distributors_Phrase,98,10,39.72,0,3.97,,10.2,0.0
"""wholesale cutting boards""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Phrase,43,9,39.69,0,4.41,,20.93,0.0
"""electrical testing products""",Phrase match,AU_Generic_P-V_Industrial,Measurement_Phrase,115,7,39.64,0,5.66,,6.09,0.0
[pasta wholesalers],Exact match,AU_Generic_P-V_Food,Food_Wholesalers_Exact,45,8,39.4,0,4.93,,17.78,0.0
"""industrial bolts""",Phrase match,AU_Generic_P-V_Industrial,Tools_Phrase,105,9,39.34,0,4.37,,8.57,0.0
"""bookbags suppliers""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,93,7,39.33,0,5.62,,7.53,0.0
[fragrance distributors],Exact match,AU_Generic_P-V_Beauty,Fragrance_Distributors_Exact,61,9,39.33,1,4.37,39.33,14.75,11.11
"""bulk shorts""",Phrase match,AU_Generic_P-V_Apparel,Bottoms_Bulk_Phrase,44,5,39.26,0,7.85,,11.36,0.0
"""bulk combs""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Phrase,25,3,38.76,0,12.92,,12.0,0.0
"""bulk eyewear""",Phrase match,AU_Generic_P-V_Apparel,Eyewear_Bulk_Phrase,67,7,38.38,0,5.48,,10.45,0.0
[cake boxes wholesalers],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesalers_Exact,31,9,38.36,0,4.26,,29.03,0.0
"""bulk coasters""",Phrase match,AU_Generic_P-V_Food,Barware_Bulk_Phrase,21,4,38.17,0,9.54,,19.05,0.0
[jars bulk],Exact match,AU_Generic_P-V_Food,Plates_Bulk_Exact,12,3,36.9,0,12.3,,25.0,0.0
"""wholesale paper towels""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Wholesale_Phrase,29,3,36.46,0,12.15,,10.34,0.0
"""bulk soups""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,36,8,36.32,0,4.54,,22.22,0.0
[bulk toilet tissue],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk,47,6,35.98,0,6.0,,12.77,0.0
"""paper towels distributor""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Distributor_Phrase,177,8,35.97,0,4.5,,4.52,0.0
[coffee machines sellers],Exact match,AU_Generic_P-V_Food,Coffee Machines_Sellers_Exact,129,5,35.63,0,7.13,,3.88,0.0
"""bulk""",Phrase match,AU_Generic,Bulk_Phrase,142,7,35.59,0,5.08,,4.93,0.0
[amazon business sign in],Exact match,AU_Brand_Exact,Navigation_Exact,63,14,35.47,0,2.53,,22.22,0.0
"""christmas decorations wholesalers""",Phrase match,AU_Generic_P-V_Celebrations,Christmas_Wholesale_Phrase,86,6,35.14,1,5.86,35.14,6.98,16.67
"""bulk jeans""",Phrase match,AU_Generic_P-V_Apparel,Bottoms_Bulk_Phrase,78,6,34.62,0,5.77,,7.69,0.0
"""bulk cupcake boxes""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,31,4,34.5,0,8.63,,12.9,0.0
[wholesale sugar],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,22,4,34.34,0,8.59,,18.18,0.0
[wholesale hair extension],Exact match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Exact,10,3,34.32,0,11.44,,30.0,0.0
"""bulk hair care products""",Phrase match,AU_Generic_P-V_Beauty,Hair-Styling_Bulk_Phrase,78,13,34.25,0,2.63,,16.67,0.0
[bulk products],Exact match,AU_Generic,Bulk_Products_Exact,18,4,34.22,0,8.56,,22.22,0.0
"""human hair suppliers""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Supplier_Phrase,24,5,34.15,0,6.83,,20.83,0.0
[bulk take out containers],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,32,6,34.01,0,5.67,,18.75,0.0
"""wholesale gift distributors""",Phrase match,AU_Generic_P-V_Shops,Distributors_Gifts_Phrase,74,4,33.73,0,8.43,,5.41,0.0
[hair wholesale],Exact match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Exact,15,2,33.34,0,16.67,,13.33,0.0
[bulk laptops],Exact match,AU_Generic_P-V_Electronics,Computers_Bulk_Exact,43,5,33.25,0,6.65,,11.63,0.0
[bulk packaging],Exact match,AU_Generic,Bulk_Products_Exact,23,4,33.19,0,8.3,,17.39,0.0
"""sunglasses suppliers""",Phrase match,AU_Generic_P-V_Apparel,Swimwear_Wholesales_Phrase_Phrase,66,3,33.14,0,11.05,,4.55,0.0
[commercial cutlery],Exact match,AU_Generic_P-V_Food,Cultlery_Exact,48,4,33.04,0,8.26,,8.33,0.0
[fabric wholesale],Exact match,AU_Generic_P-V_Materials,Wholesales_Textiles_Exact,46,7,32.96,0,4.71,,15.22,0.0
[canned food wholesale],Exact match,AU_Generic_P-V_Food,Wholesales_Food_Exact,18,7,32.68,0,4.67,,38.89,0.0
[wholesale peroxide],Exact match,AU_Generic_P-V_Beauty,Hair-Styling_Wholesale_Exact,13,3,32.62,0,10.87,,23.08,0.0
"""bulk bin bags""",Phrase match,AU_Generic_P-V_Janitorial,Waste_Bulk_Phrase,205,6,32.61,0,5.44,,2.93,0.0
"""wholesale canned goods""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,39,7,32.48,1,4.64,32.48,17.95,14.29
"""bulk women t-shirts""",Phrase match,AU_Generic_P-V_Apparel,Tops Women_Bulk_Phrase,45,7,32.23,0,4.6,,15.56,0.0
"""bulk primers""",Phrase match,AU_Generic_P-V_Beauty,Makeup_Bulk_Phrase,10,2,32.18,0,16.09,,20.0,0.0
[business prime au],Exact match,AU_Brand_Exact,Prime_Exact,40,8,32.17,1,4.02,32.17,20.0,12.5
[wholesale canned food],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,27,4,32.13,0,8.03,,14.81,0.0
"""corporate equipment""",Phrase match,AU_Generic,Enterprises_Products_Phrase,21,5,31.81,0,6.36,,23.81,0.0
"""wholesale bath gel""",Phrase match,AU_Generic_P-V_Beauty,Bath_Wholesale_Phrase,57,4,31.78,0,7.95,,7.02,0.0
[amazon business portal],Exact match,AU_Brand_Exact,Navigation_Exact,47,9,31.34,0,3.48,,19.15,0.0
[bulk fragrance],Exact match,AU_Generic_P-V_Beauty,Fragrance_Bulk_Exact,40,8,31.25,0,3.91,,20.0,0.0
[party decorations products],Exact match,AU_Generic_P-V_Celebrations,Party_Decorations_Exact,65,7,31.23,0,4.46,,10.77,0.0
[bulk chocolate],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,75,8,30.66,0,3.83,,10.67,0.0
[party suppliers],Exact match,AU_Generic_P-V_Celebrations,Party_Suppliers_Exact,75,3,30.37,1,10.12,30.37,4.0,33.33
"""wipes supplier""",Phrase match,AU_Generic_P-V_Janitorial,Tools_Supplier_Phrase,34,4,30.22,0,7.56,,11.76,0.0
"""disposable tableware suppliers""",Phrase match,AU_Generic_P-V_Food,Cultlery_Suppliers_Phrase,58,8,30.21,0,3.78,,13.79,0.0
"""wholesale laptops""",Phrase match,AU_Generic_P-V_Electronics,Computers_Wholesale_Phrase,27,4,30.13,0,7.53,,14.81,0.0
"""tea wholesalers""",Phrase match,AU_Generic_P-V_Food,Food_Wholesalers_Phrase,37,5,29.96,0,5.99,,13.51,0.0
"""spray bottles supplier""",Phrase match,AU_Generic_P-V_Janitorial,Tools_Supplier_Phrase,52,6,29.71,0,4.95,,11.54,0.0
[towels hotel],Exact match,AU_Generic_P-V_Hospitality,Products_Exact,20,2,29.64,0,14.82,,10.0,0.0
"""bulk strings""",Phrase match,AU_Generic_P-V_Apparel,Underwear_Bulk_Phrase,28,3,29.43,0,9.81,,10.71,0.0
[bulk bath robes],Exact match,AU_Generic_P-V_Apparel,Sleepwear_Bulk_Exact,11,4,29.35,0,7.34,,36.36,0.0
"""bulk salon products""",Phrase match,AU_Generic_P-V_Beauty,Salon-Spa_Bulk_Phrase,88,9,29.31,1,3.26,29.31,10.23,11.11
"""lids wholesalers""",Phrase match,AU_Generic_P-V_Food,Cookware_Wholesalers_Phrase,75,8,29.31,0,3.66,,10.67,0.0
"""bulk mobile phone""",Phrase match,AU_Generic_P-V_Electronics,Cell-Phones_Bulk_Phrase,61,9,29.3,0,3.26,,14.75,0.0
"""commercial toilet tissue dispensers""",Phrase match,AU_Generic_P-V_Janitorial,Fixtures_Phrase,111,9,28.86,0,3.21,,8.11,0.0
[chocolate wholesalers],Exact match,AU_Generic_P-V_Food,Food_Wholesalers_Exact,50,8,28.56,0,3.57,,16.0,0.0
"""buy hotel furniture""",Phrase match,AU_Generic_P-V_Hospitality,Furniture_Phrase,41,3,28.53,0,9.51,,7.32,0.0
[bulk hair care products],Exact match,AU_Generic_P-V_Beauty,Hair-Styling_Bulk_Exact,45,5,28.53,0,5.71,,11.11,0.0
[commercial glassware],Exact match,AU_Generic_P-V_Food,Cultlery_Exact,9,2,28.47,0,14.24,,22.22,0.0
[professional mops],Exact match,AU_Generic_P-V_Janitorial,Floor-Care_Exact,118,5,28.44,0,5.69,,4.24,0.0
"""wholesale shoes""",Phrase match,AU_Generic_P-V_Apparel,Shoes_Wholesales_Phrase,37,7,28.41,0,4.06,,18.92,0.0
[industrial cleaning products],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,40,4,28.19,0,7.05,,10.0,0.0
[bulk janitorial],Exact match,AU_Generic_P-V_Janitorial,Products_Bulk_Exact,48,5,27.94,0,5.59,,10.42,0.0
"""bulk polishes""",Phrase match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Bulk_Phrase,39,6,27.92,0,4.65,,15.38,0.0
"""shorts distributors""",Phrase match,AU_Generic_P-V_Apparel,Bottoms_Distributors_Phrase,35,7,27.92,0,3.99,,20.0,0.0
[bulk martini glasses],Exact match,AU_Generic_P-V_Food,Glassware_Bulk_Exact,4,2,27.75,0,13.88,,50.0,0.0
"""shirts suppliers""",Phrase match,AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,80,7,27.73,0,3.96,,8.75,0.0
[remote work items],Exact match,AU_Generic_P-V_Office,Remote-Work_Exact,18,2,27.49,0,13.75,,11.11,0.0
[business cards],Exact match,AU_Generic_P-V_Office,Office-Supplies_Exact,126,6,27.4,0,4.57,,4.76,0.0
[bulk straws],Exact match,AU_Generic_P-V_Food,Barware_Bulk_Exact,44,3,27.31,0,9.1,,6.82,0.0
[store furniture],Exact match,AU_Generic_P-V_Shops,Furniture_Exact,27,5,27.21,0,5.44,,18.52,0.0
"""wholesale dinnerware sets""",Phrase match,AU_Generic_P-V_Food,Cultlery_Wholesale_Phrase,9,2,27.12,0,13.56,,22.22,0.0
"""disinfectants supplier""",Phrase match,AU_Generic_P-V_Janitorial,Detergent_Supplier_Phrase,44,3,26.94,0,8.98,,6.82,0.0
"""hvac equipment""",Phrase match,AU_Generic_P-V_Industrial,HVAC_Phrase,57,4,26.92,0,6.73,,7.02,0.0
"""bulk feminine hygiene products""",Phrase match,AU_Generic_P-V_Janitorial,Personal-Care_Bulk_Phrase,88,8,26.83,0,3.35,,9.09,0.0
"""bulk cereal bars""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,14,4,26.46,0,6.62,,28.57,0.0
"""wholesale plastic""",Phrase match,AU_Generic_P-V_Materials,Wholesales_Plastic_Phrase,98,4,26.44,0,6.61,,4.08,0.0
[shirts suppliers],Exact match,AU_Generic_P-V_Apparel,Tops_Suppliers_Exact,52,5,26.44,0,5.29,,9.62,0.0
"""wholesale bedding""",Phrase match,AU_Generic_P-V_Hospitality,Products_Wholesale_Phrase,40,7,26.44,0,3.78,,17.5,0.0
[bulk baby clothing sets],Exact match,AU_Generic_P-V_Apparel,Accessories Baby_Bulk_Exact,31,5,26.36,0,5.27,,16.13,0.0
"""mens bulk ties""",Phrase match,AU_Generic_P-V_Apparel,Accessories Men_Bulk_Phrase,29,5,26.27,0,5.25,,17.24,0.0
[dinnerware sets suppliers],Exact match,AU_Generic_P-V_Food,Cultlery_Suppliers_Exact,11,3,26.11,0,8.7,,27.27,0.0
[b2b marketplace],Exact match,AU_Generic,B2B_Marketplace_Exact,35,2,26.01,0,13.01,,5.71,0.0
"""professional sanders""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Phrase,82,7,25.05,0,3.58,,8.54,0.0
[bulk bottle openers],Exact match,AU_Generic_P-V_Food,Barware_Bulk_Exact,4,2,25.03,0,12.52,,50.0,0.0
[wholesale cereals],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,16,4,25.03,0,6.26,,25.0,0.0
"""companies suppliers""",Phrase match,AU_Generic,Suppliers_Enterprises_Phrase,46,2,24.87,0,12.44,,4.35,0.0
"""office accessories wholesale""",Phrase match,AU_Generic_P-V_Office,Wholesale_Phrase,65,3,24.55,0,8.18,,4.62,0.0
[hospitality furniture],Exact match,AU_Generic_P-V_Hospitality,Furniture_Exact,76,3,24.53,0,8.18,,3.95,0.0
"""earphones distributor""",Phrase match,AU_Generic_P-V_Electronics,Headphones_Distributor_Phrase,17,4,24.47,0,6.12,,23.53,0.0
"""bulk spoons""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,76,6,24.25,0,4.04,,7.89,0.0
[wholesale soap],Exact match,AU_Generic_P-V_Janitorial,Soap_Wholesale_Exact,28,3,24.21,0,8.07,,10.71,0.0
"""bikinis suppliers""",Phrase match,AU_Generic_P-V_Apparel,Swimwear_Suppliers_Phrase,29,4,24.04,0,6.01,,13.79,0.0
"""wholesale umbrellas""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,51,6,24.01,0,4.0,,11.76,0.0
[drain openers],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,45,2,23.86,0,11.93,,4.44,0.0
[bulk baking supplies],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,38,5,23.84,0,4.77,,13.16,0.0
[bulk cups],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Exact,21,2,23.83,0,11.92,,9.52,0.0
"""pet supplies wholesaler""",Phrase match,AU_Generic_P-V_Shops,Pet Shop_Wholesale_Phrase,39,7,23.7,0,3.39,,17.95,0.0
"""bulk appliances""",Phrase match,AU_Generic,Bulk_Products_Phrase,30,2,23.59,0,11.8,,6.67,0.0
"""bulk noodles""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,35,3,23.55,0,7.85,,8.57,0.0
"""bulk air fresheners""",Phrase match,AU_Generic_P-V_Janitorial,Odour_Bulk_Phrase,50,8,23.49,0,2.94,,16.0,0.0
"""shoes in bulk""",Phrase match,AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,88,5,23.45,0,4.69,,5.68,0.0
"""dog supplies distributors""",Phrase match,AU_Generic_P-V_Shops,Pet Shop_Distributors_Phrase,61,5,23.4,0,4.68,,8.2,0.0
"""soft drinks distributor""",Phrase match,AU_Generic_P-V_Food,Drinks_Distributor_Phrase,64,11,23.39,0,2.13,,17.19,0.0
"""bulk t-shirts baby""",Phrase match,AU_Generic_P-V_Apparel,Tops Baby_Bulk_Phrase,24,3,23.26,0,7.75,,12.5,0.0
"""industrial fittings""",Phrase match,AU_Generic_P-V_Industrial,Hydraulics_Phrase,53,6,23.22,0,3.87,,11.32,0.0
"""bulk tissues""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Bulk,132,7,23.21,0,3.32,,5.3,0.0
[wholesale dinnerware sets],Exact match,AU_Generic_P-V_Food,Cultlery_Wholesale_Exact,22,4,23.09,0,5.77,,18.18,0.0
"""laptops distributor""",Phrase match,AU_Generic_P-V_Electronics,Computers_Distributor_Phrase,21,3,22.89,0,7.63,,14.29,0.0
"""toy suppliers""",Phrase match,AU_Generic_P-V_Shops,Toys Shop_Suppliers_Phrase,28,7,22.81,0,3.26,,25.0,0.0
"""wholesale body soap""",Phrase match,AU_Generic_P-V_Beauty,Bath_Wholesale_Phrase,72,4,22.57,0,5.64,,5.56,0.0
[commercial tea machines],Exact match,AU_Generic_P-V_Food,Coffee Machines_Exact,7,2,22.56,0,11.28,,28.57,0.0
"""wholesale meals""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,83,7,22.53,0,3.22,,8.43,0.0
[bulk toilet tissue],Exact match,AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,26,5,22.23,0,4.45,,19.23,0.0
[suppliers office],Exact match,AU_Generic_P-V_Office,Suppliers_Exact,49,3,22.18,0,7.39,,6.12,0.0
[t-shirts distributors],Exact match,AU_Generic_P-V_Apparel,Tops_Distributors_Exact,21,4,22.06,0,5.52,,19.05,0.0
"""bulk mens t-shirts""",Phrase match,AU_Generic_P-V_Apparel,Tops Men_Bulk_Phrase,20,5,21.94,0,4.39,,25.0,0.0
"""gloves suppliers""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Suppliers_Phrase,20,4,21.88,0,5.47,,20.0,0.0
"""mens wholesale shirts""",Phrase match,AU_Generic_P-V_Apparel,Tops Men_Wholesales_Phrase,47,4,21.87,0,5.47,,8.51,0.0
"""industrial lighting products""",Phrase match,AU_Generic_P-V_Industrial,Electrical_Phrase,24,4,21.68,0,5.42,,16.67,0.0
"""bulk cocktail glasses""",Phrase match,AU_Generic_P-V_Food,Glassware_Bulk_Phrase,10,3,21.67,1,7.22,21.67,30.0,33.33
"""wholesale sweets""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,46,3,21.66,0,7.22,,6.52,0.0
[bulk snacks],Exact match,AU_Generic_P-V_Food,Food_Bulk_Exact,44,6,21.61,0,3.6,,13.64,0.0
"""paper towels supplier""",Phrase match,AU_Generic_P-V_Janitorial,Paper_Supplier_Phrase,68,3,21.27,0,7.09,,4.41,0.0
[bulk shampoo],Exact match,AU_Generic_P-V_Beauty,Hair-Styling_Bulk_Exact,32,5,21.27,1,4.25,21.27,15.63,20.0
"""furniture hotel""",Phrase match,AU_Generic_P-V_Hospitality,Furniture_Phrase,62,4,21.25,0,5.31,,6.45,0.0
"""bulk dairy""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,57,9,21.24,0,2.36,,15.79,0.0
[wholesale chafing dishes],Exact match,AU_Generic_P-V_Food,Plates_Wholesale_Exact,5,2,21.13,0,10.57,,40.0,0.0
"""boots distributors""",Phrase match,AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,30,4,20.96,0,5.24,,13.33,0.0
"""bulk overalls""",Phrase match,AU_Generic_P-V_Apparel,Bottoms_Bulk_Phrase,19,3,20.91,0,6.97,,15.79,0.0
"""job site lighting""",Phrase match,AU_Generic_P-V_Crafts,Professional-Tools_Phrase,29,5,20.87,0,4.17,,17.24,0.0
[wholesale vodka],Exact match,AU_Generic_P-V_Food,Drinks_Wholesale_Exact,6,3,20.85,0,6.95,,50.0,0.0
[bulk sunglasses],Exact match,AU_Generic_P-V_Apparel,Eyewear_Bulk_Exact,34,3,20.82,0,6.94,,8.82,0.0
"""bulk cake boxes""",Phrase match,AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,25,6,20.73,0,3.46,,24.0,0.0
[bulk plates],Exact match,AU_Generic_P-V_Food,Plates_Bulk_Exact,39,4,20.58,0,5.15,,10.26,0.0
[gift wholesaler],Exact match,AU_Generic_P-V_Shops,Wholesalers_Gifts,29,4,20.55,0,5.14,,13.79,0.0
"""jumpers suppliers""",Phrase match,AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,15,3,20.34,0,6.78,,20.0,0.0
[bulk champagne glasses],Exact match,AU_Generic_P-V_Food,Glassware_Bulk_Exact,20,3,20.24,0,6.75,,15.0,0.0
[all purpose cleaners],Exact match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Exact,21,2,20.12,0,10.06,,9.52,0.0
"""eye protection safety""",Phrase match,AU_Generic_P-V_Safety,Equipment-Gear_Phrase,64,5,20.01,0,4.0,,7.81,0.0
[purchasing bulk],Exact match,AU_Generic,Bulk_Buy_Exact,54,4,19.78,0,4.95,,7.41,0.0
"""distributors industry""",Phrase match,AU_Generic_P-V_Industry,Distributors_Phrase,124,4,19.77,0,4.94,,3.23,0.0
"""professional mop buckets""",Phrase match,AU_Generic_P-V_Janitorial,Floor-Care_Phrase,110,5,19.77,0,3.95,,4.55,0.0
[order stationery],Exact match,AU_Generic_P-V_Office,Stationery_Exact,133,4,19.76,0,4.94,,3.01,0.0
[amazon business contact],Exact match,AU_Brand_Exact,Navigation_Exact,15,1,19.74,0,19.74,,6.67,0.0
[work from home equipment],Exact match,AU_Generic_P-V_Office,Wfh_Exact,20,3,19.56,0,6.52,,15.0,0.0
"""wholesale makeup bags""",Phrase match,AU_Generic_P-V_Beauty,Makeup_Wholesale_Phrase,14,3,19.44,0,6.48,,21.43,0.0
"""industrial degreasers""",Phrase match,AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,49,2,19.33,0,9.66,,4.08,0.0
[wholesale chocolate],Exact match,AU_Generic_P-V_Food,Food_Wholesale_Exact,58,7,19.06,0,2.72,,12.07,0.0
[wholesale disposable cameras],Exact match,AU_Generic_P-V_Electronics,Camera-Accessories_Wholesale_Exact,28,2,19.01,0,9.51,,7.14,0.0
"""wholesale beach clothing""",Phrase match,AU_Generic_P-V_Apparel,Swimwear_Wholesales_Phrase,66,4,19.01,0,4.75,,6.06,0.0
"""jeans suppliers""",Phrase match,AU_Generic_P-V_Apparel,Bottoms_Suppliers_Phrase,44,4,18.98,0,4.75,,9.09,0.0
[polo shirts suppliers],Exact match,AU_Generic_P-V_Apparel,Tops_Suppliers_Exact,13,3,18.97,0,6.32,,23.08,0.0
"""industrial packaging tape""",Phrase match,AU_Generic_P-V_Industrial,Packaging_Phrase,34,3,18.8,0,6.27,,8.82,0.0
"""commercial pots""",Phrase match,AU_Generic_P-V_Food,Cookware_Phrase,64,7,18.77,0,2.68,,10.94,0.0
"""canned food wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,37,4,18.74,0,4.68,,10.81,0.0
"""wholesale brushes""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Wholesale_Phrase,16,4,18.61,0,4.65,,25.0,0.0
"""salt wholesale""",Phrase match,AU_Generic_P-V_Food,Wholesales_Food_Phrase,67,7,18.58,0,2.65,,10.45,0.0
"""hotel linen""",Phrase match,AU_Generic_P-V_Hospitality,Products_Phrase,102,2,18.4,0,9.2,,1.96,0.0
[wholesale cake boxes],Exact match,AU_Generic_P-V_Food,Kitchen Tools_Wholesale_Exact,26,8,18.36,0,2.3,,30.77,0.0
[bulk water glasses],Exact match,AU_Generic_P-V_Food,Glassware_Bulk_Exact,16,3,18.01,0,6.0,,18.75,0.0
"""bulk chopsticks""",Phrase match,AU_Generic_P-V_Food,Cultlery_Bulk_Phrase,31,3,17.95,0,5.98,,9.68,0.0
[wholesale products for resale],Exact match,AU_Generic,Wholesales_Products_Exact,6,2,17.95,0,8.98,,33.33,0.0
"""wholesale teapots""",Phrase match,AU_Generic_P-V_Food,Coffee Machines_Wholesale_Phrase,15,2,17.95,0,8.98,,13.33,0.0
"""bulk hosiery""",Phrase match,AU_Generic_P-V_Apparel,Leggins & Tights_Bulk_Phrase,29,4,17.93,0,4.48,,13.79,0.0
[drinks suppliers],Exact match,AU_Generic_P-V_Food,Food_Suppliers_Exact,19,5,17.81,0,3.56,,26.32,0.0
"""bulk dog accessories""",Phrase match,AU_Generic_P-V_Shops,Bulk_Pet Shop_Phrase,47,3,17.71,0,5.9,,6.38,0.0
[wholesale deodorants],Exact match,AU_Generic_P-V_Beauty,Skin-Care_Wholesale_Exact,13,4,17.57,0,4.39,,30.77,0.0
"""cutlery wholesalers""",Phrase match,AU_Generic_P-V_Food,Cultlery_Wholesalers_Phrase,54,5,17.56,0,3.51,,9.26,0.0
