Search Term,Keyword,Match Type,Campaign,Ad Group,Impressions,Clicks,Cost,CPC,Keyword Regs,Keyword CPA,Keyword Status
wholesale toilet rolls bulk,[bulk commercial toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,6.95,6.95,0,,Zero-Reg KW
buying buttons in bulk,"""purchasing in bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.95,6.95,0,,Zero-Reg KW
cheapest business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,9,1,6.95,6.95,0,,Zero-Reg KW
straws in bulk,[bulk straws],Exact match (close variant),AU_Generic_P-V_Food,Barware_Bulk_Exact,3,1,6.95,6.95,0,,Zero-Reg KW
k beauty wholesale,"""makeup suppliers""",Phrase match (close variant),AU_Generic_P-V_Beauty,Makeup_Supplier_Phrase,10,1,6.95,6.95,6,124.56,Converting KW
plastic cocktail cups wholesale,"""bulk cups""",Phrase match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,1,1,6.95,6.95,2,506.21,Converting KW
business card printing service,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,6.95,6.95,0,,Zero-Reg KW
catering suppliers,"""cooking suppliers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Suppliers_Phrase,13,1,6.95,6.95,2,57.46,Converting KW
showbags wholesale,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,5,1,6.95,6.95,0,,Zero-Reg KW
wholesale plain mugs for printing,"""bulk cups""",Phrase match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,4,1,6.95,6.95,2,506.21,Converting KW
secure filing cabinets,"""office filing system""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.95,6.95,0,,Zero-Reg KW
wholesale korean food,"""foodstuffs wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,6.95,6.95,1,377.15,Converting KW
pins wholesale,"""wholesale accessories""",Phrase match (close variant),AU_Generic_P-V_Shops,Accessories_Wholesale_Phrase,2,1,6.95,6.95,0,,Zero-Reg KW
telstra business mobile plans,"""cell phone for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Cell-Phones_Phrase,6,1,6.94,6.94,1,142.15,Converting KW
bulk water bottles,"""buy bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.94,6.94,0,,Zero-Reg KW
solubol wholesale,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.94,6.94,0,,Zero-Reg KW
promotional tote bags,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,2,1,6.94,6.94,0,,Zero-Reg KW
vending machine bulk items,"""purchasing in bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.94,6.94,0,,Zero-Reg KW
cheap bulk t shirts,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,4,1,6.94,6.94,0,,Zero-Reg KW
wholesale cosmetic packaging australia,"""bulk packaging""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,2,6.94,3.47,0,,Zero-Reg KW
buy ipad bulk,"""electronics bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Electronics_Bulk_Phrase,1,1,6.94,6.94,0,,Zero-Reg KW
wholesale glass bottles,"""bottles wholesale""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,4,1,6.94,6.94,4,164.31,Converting KW
buy wholesale from china,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,4,2,6.94,3.47,0,,Zero-Reg KW
book suppliers for bookstores,"""books wholesalers""",Exact match (close variant),AU_Generic_P-V_Shops,Wholesalers_Books Shop_Phrase,2,1,6.94,6.94,0,,Zero-Reg KW
wholesale home decor australia,"""wholesale items""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,6.94,6.94,0,,Zero-Reg KW
tote bag supplier,"""tote bags distributors""",Exact match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,2,1,6.94,6.94,0,,Zero-Reg KW
redbull wholesale,"""drinks wholesale market""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,4,1,6.94,6.94,4,146.61,Converting KW
bulk cheese,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,7,1,6.94,6.94,0,,Zero-Reg KW
handwash bulk,"""bulk hand soaps""",Exact match (close variant),AU_Generic_P-V_Janitorial,Soap_Bulk_Phrase,4,1,6.94,6.94,0,,Zero-Reg KW
china wholesale,"""wholesale purchases""",Phrase match (close variant),AU_Generic,Wholesales_Buy_Phrase,4,1,6.93,6.93,0,,Zero-Reg KW
wholesale origami paper,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.93,6.93,0,,Zero-Reg KW
rubber mat supplier,"""professional floor mats""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Floor-Care_Phrase,2,1,6.93,6.93,0,,Zero-Reg KW
ralph lauren wholesale,"""wholesale other""",Phrase match (close variant),AU_Generic_P-V_Apparel,Hosiery & Socks_Wholesales_Phrase,2,1,6.93,6.93,0,,Zero-Reg KW
bulk buy tshirts,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,4,1,6.92,6.92,0,,Zero-Reg KW
cnd australia distributor,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,3,1,6.92,6.92,16,115.92,Converting KW
wholesale preserve jars,"""jars bulk""",Exact match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,6.92,6.92,8,131.38,Converting KW
plain white t shirts in bulk,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,6.92,6.92,0,,Zero-Reg KW
locks bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.92,6.92,0,,Zero-Reg KW
coke wholesale,"""drinks wholesale market""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,7,1,6.92,6.92,4,146.61,Converting KW
salon quality nail file,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,1,1,6.92,6.92,16,115.92,Converting KW
bulk hats wholesale,[wholesale headwear],Exact match (close variant),AU_Generic_P-V_Apparel,Accessories_Wholesales_Exact,5,2,6.92,3.46,0,,Zero-Reg KW
bulk plain t shirts for sale,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,6.92,6.92,0,,Zero-Reg KW
office shelving unit,"""office equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.92,6.92,0,,Zero-Reg KW
facial steamer professional,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,11,1,6.92,6.92,16,115.92,Converting KW
hair foil manufacturer,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,1,1,6.91,6.91,7,140.77,Converting KW
how much does business prime cost,[amazon business prime cost],Exact match (close variant),AU_Brand_Exact,Prime_Exact,4,1,6.91,6.91,0,,Zero-Reg KW
bulk book buying,"""books wholesalers""",Exact match (close variant),AU_Generic_P-V_Shops,Wholesalers_Books Shop_Phrase,1,1,6.91,6.91,0,,Zero-Reg KW
hat suppliers australia,"""hats bulk""",Phrase match (close variant),AU_Generic_P-V_Apparel,Outerwear_Bulk_Phrase,1,1,6.91,6.91,0,,Zero-Reg KW
hair brush bulk,"""bulk brushes""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Phrase,1,1,6.91,6.91,0,,Zero-Reg KW
wholesale glass storage,"""jars bulk""",Exact match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,6.91,6.91,8,131.38,Converting KW
bulk spice jars,"""jars bulk""",Phrase match,AU_Generic_P-V_Food,Plates_Bulk_Phrase,7,1,6.91,6.91,8,131.38,Converting KW
makeup vendor,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,1,1,6.91,6.91,16,115.92,Converting KW
buy toilet paper in bulk,[bulk commercial toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,6.91,6.91,0,,Zero-Reg KW
wholesale foldable bags,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,6.91,6.91,0,,Zero-Reg KW
wholesale dates,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.91,6.91,0,,Zero-Reg KW
wholesale blazer,"""wholesale jackets""",Phrase match (close variant),AU_Generic_P-V_Apparel,Outerwear_Wholesales_Phrase,2,1,6.91,6.91,0,,Zero-Reg KW
book wholesalers for retailers,[book wholesalers],Exact match (close variant),AU_Generic_P-V_Shops,Wholesalers_Books Shop,4,2,6.91,3.46,0,,Zero-Reg KW
wholesale gifting,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,1,6.91,6.91,0,,Zero-Reg KW
reception desk round shape,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.9,6.9,0,,Zero-Reg KW
nx6000d,"""professional amplifiers""",Phrase match (close variant),AU_Generic_P-V_Electronics,Power_Phrase,1,1,6.9,6.9,2,34.31,Converting KW
wholesale chocolate bars,"""wholesale chocolate""",Phrase match,AU_Generic_P-V_Food,Food_Wholesale_Phrase,5,1,6.9,6.9,0,,Zero-Reg KW
lotion in bulk,"""buy bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.9,6.9,0,,Zero-Reg KW
toilet paper bulk buy,"""buy bulk""",Phrase match,AU_Generic,Bulk_Buy_Phrase,1,1,6.9,6.9,0,,Zero-Reg KW
bulq liquidation,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.9,6.9,0,,Zero-Reg KW
fabrics wholesale near me,"""wholesale fabrics""",Phrase match,AU_Generic_P-V_Materials,Wholesales_Textiles_Phrase,2,1,6.9,6.9,0,,Zero-Reg KW
made in china wholesale,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.9,6.9,0,,Zero-Reg KW
cheap business cards australia,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,14,1,6.9,6.9,0,,Zero-Reg KW
25kg sugar wholesale,"""sugar sellers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Sellers_Phrase,8,1,6.89,6.89,1,108.24,Converting KW
250 ml jars with lids wholesale,"""bottles wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,1,1,6.89,6.89,4,164.31,Converting KW
bulk white rice,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,9,1,6.89,6.89,0,,Zero-Reg KW
wholesale clear perfume bottles,"""bottles wholesale""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,1,1,6.89,6.89,4,164.31,Converting KW
wholesale books australia,"""book distributors""",Phrase match (close variant),AU_Generic_P-V_Shops,Book Shop_Distributors_Phrase,9,2,6.89,3.45,0,,Zero-Reg KW
office table,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,3,1,6.89,6.89,0,,Zero-Reg KW
bulk paper towel rolls,[bulk paper towels],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,11,1,6.89,6.89,0,,Zero-Reg KW
drawstring bags manufacturers,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,6.89,6.89,0,,Zero-Reg KW
bulk makeup products,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,6,2,6.89,3.45,16,115.92,Converting KW
bulk dried fruit australia,"""bulk fruit""",Phrase match,AU_Generic_P-V_Food,Food_Bulk_Phrase,4,1,6.89,6.89,1,150.49,Converting KW
filing cabinets for sale,"""office equipment""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.89,6.89,0,,Zero-Reg KW
computer for work,"""computers for business""",Exact match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,4,1,6.89,6.89,2,406.79,Converting KW
bulk paper towel rolls,[bulk paper towels],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,11,1,6.89,6.89,0,,Zero-Reg KW
canva business cards,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,6.89,6.89,0,,Zero-Reg KW
large gift bags wholesale,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,6.89,6.89,0,,Zero-Reg KW
a5 notebook bulk buy,"""buy bulk""",Phrase match,AU_Generic,Bulk_Buy_Phrase,1,1,6.89,6.89,0,,Zero-Reg KW
wholesale australia,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,4,1,6.89,6.89,0,,Zero-Reg KW
etsy corporate gifts,"""items for companies""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,6.89,6.89,0,,Zero-Reg KW
garment bags wholesale australia,"""bags distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Accessories_Distributors_Phrase,1,1,6.89,6.89,0,,Zero-Reg KW
bulk cayenne pepper australia,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,2,2,6.88,3.44,0,,Zero-Reg KW
salon supply store near me,"""professional salon products distributors""",Phrase match (close variant),AU_Generic_P-V_Beauty,Salon-Spa_Distributors_Phrase,3,1,6.88,6.88,7,140.77,Converting KW
rubber matting by the metre,"""professional floor mats""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Floor-Care_Phrase,6,1,6.88,6.88,0,,Zero-Reg KW
singlet bags wholesale,"""wholesale bags""",Phrase match,AU_Generic_P-V_Apparel,Accessories_Wholesales_Phrase,2,2,6.88,3.44,0,,Zero-Reg KW
bulk mini spray bottles,"""bulk spray bottles""",Phrase match,AU_Generic_P-V_Janitorial,Tools_Bulk_Phrase,1,1,6.88,6.88,0,,Zero-Reg KW
office printer,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.88,6.88,0,,Zero-Reg KW
mother energy drink wholesale,"""drinks wholesale market""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,6.88,6.88,4,146.61,Converting KW
electronics wholesale australia,"""wholesale electronic products""",Phrase match (close variant),AU_Generic_P-V_Electronics,Electronics_Wholesale_Phrase,2,1,6.88,6.88,9,78.74,Converting KW
beverage supplier melbourne,"""drinks wholesaler""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesalers_Food_Phrase,1,1,6.88,6.88,1,205.94,Converting KW
private label wholesale,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.88,6.88,0,,Zero-Reg KW
hot wheels cases wholesale,"""toy wholesalers""",Phrase match (close variant),AU_Generic_P-V_Shops,Toys Shop_Wholesale_Phrase,2,1,6.88,6.88,0,,Zero-Reg KW
bulk dtf,"""buy bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.88,6.88,0,,Zero-Reg KW
marketing materials,"""items for companies""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,5,1,6.88,6.88,0,,Zero-Reg KW
hotel toiletries set,"""hotel accessories""",Phrase match (close variant),AU_Generic_P-V_Hospitality,Products_Phrase,2,1,6.88,6.88,0,,Zero-Reg KW
scrub daddy wholesale,"""cleaning distributors""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Distributors_Phrase,1,1,6.88,6.88,0,,Zero-Reg KW
bulk washing powder,"""bulk detergent""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Detergent_Bulk_Phrase,26,1,6.88,6.88,0,,Zero-Reg KW
drink distributors,[drinks wholesaler],Exact match (close variant),AU_Generic_P-V_Food,Wholesalers_Food_Exact,2,1,6.88,6.88,0,,Zero-Reg KW
cheap coffee mugs in bulk,"""buy bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.88,6.88,0,,Zero-Reg KW
officeworks sydney,"""office supplies""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,24,2,6.88,3.44,0,,Zero-Reg KW
work desktop computer,"""computers for business""",Exact match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,3,1,6.87,6.87,2,406.79,Converting KW
250ml juice bottle wholesale,"""bottles wholesale""",Phrase match,AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,3,1,6.87,6.87,4,164.31,Converting KW
bulk grocery shopping,"""bulk goods""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.87,6.87,0,,Zero-Reg KW
name card printing,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,1,1,6.87,6.87,0,,Zero-Reg KW
bulk toilet paper order,[bulk commercial toilet paper],Exact match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Exact,1,1,6.87,6.87,0,,Zero-Reg KW
work boots sale australia,"""boots distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,2,1,6.87,6.87,0,,Zero-Reg KW
wholesale websites like alibaba,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.87,6.87,0,,Zero-Reg KW
heavy duty office chair 150kg,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.87,6.87,0,,Zero-Reg KW
start amazon business,[how to create an amazon business account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,4,1,6.87,6.87,9,57.19,Converting KW
bulk white t shirts,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,6,1,6.87,6.87,0,,Zero-Reg KW
office folders,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.87,6.87,0,,Zero-Reg KW
wholesale food suppliers gold coast,"""foodstuffs wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,6.86,6.86,1,377.15,Converting KW
buy pulses in bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.86,6.86,0,,Zero-Reg KW
done for you amazon store,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,1,1,6.86,6.86,23,111.21,Converting KW
chicken wholesale,"""bulk fresh foods""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Bulk_Phrase,1,1,6.86,6.86,1,231.44,Converting KW
doodle bug scrubber,"""buy janitorial""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Purchasing_Phrase,2,1,6.86,6.86,0,,Zero-Reg KW
best work computer laptop,[laptops for business],Exact match (close variant),AU_Generic_P-V_Electronics,Computers_Exact,1,1,6.86,6.86,1,191.61,Converting KW
cheap hair brushes in bulk,"""bulk brushes""",Phrase match,AU_Generic_P-V_Beauty,Hair-Appliances_Bulk_Phrase,1,1,6.86,6.86,0,,Zero-Reg KW
tshirt wholesale,"""t-shirts suppliers""",Exact match (close variant),AU_Generic_P-V_Apparel,Tops_Suppliers_Phrase,5,2,6.86,3.43,0,,Zero-Reg KW
cheap clothing bulk,"""purchasing bulk""",Phrase match (close variant),AU_Generic,Bulk_Buy_Phrase,1,1,6.86,6.86,0,,Zero-Reg KW
beechwood filing cabinet,"""office filing system""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.86,6.86,0,,Zero-Reg KW
pens bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,3,1,6.86,6.86,0,,Zero-Reg KW
bulk maple syrup melbourne,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.85,6.85,0,,Zero-Reg KW
how much is amazon business prime,[business prime account cost],Exact match (close variant),AU_Brand_Exact,Prime_Exact,8,1,6.85,6.85,2,84.8,Converting KW
wholesale confectionery suppliers,"""wholesale items""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,4,1,6.85,6.85,0,,Zero-Reg KW
crocs wholesale,"""shoes distributors""",Phrase match (close variant),AU_Generic_P-V_Apparel,Shoes_Distributors_Phrase,2,1,6.85,6.85,0,,Zero-Reg KW
stall mats australia,"""professional floor mats""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Floor-Care_Phrase,4,1,6.85,6.85,0,,Zero-Reg KW
bulk hoodies and sweatpants,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,1,1,6.85,6.85,0,,Zero-Reg KW
beauty salon towels,"""professional beauty products""",Phrase match (close variant),AU_Generic_P-V_Beauty,Products_Cosmetics_Phrase,6,1,6.85,6.85,16,115.92,Converting KW
bulk laundry liquid,"""bulk detergent""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Detergent_Bulk_Phrase,19,1,6.85,6.85,0,,Zero-Reg KW
stilford 4 drawer filing cabinet,"""office filing system""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,3,1,6.85,6.85,0,,Zero-Reg KW
buy takeaway coffee cups,"""bulk cups""",Phrase match (close variant),AU_Generic_P-V_Food,Kitchen Tools_Bulk_Phrase,2,1,6.85,6.85,2,506.21,Converting KW
large glass jars with lids wholesale,"""bottles wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,1,1,6.85,6.85,4,164.31,Converting KW
cheap lindt chocolate wholesale,"""chocolate wholesalers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesalers_Phrase,2,1,6.84,6.84,0,,Zero-Reg KW
office supplies newcastle,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.84,6.84,0,,Zero-Reg KW
cheap business card printing near me,"""business cards vendor""",Phrase match (close variant),AU_Generic,Office Supplies_Phrase,2,1,6.84,6.84,0,,Zero-Reg KW
business marketing material,"""items for companies""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,6.84,6.84,0,,Zero-Reg KW
business card bulk order,"""business cards online""",Phrase match (close variant),AU_Generic_P-V_Office,Office-Supplies_Phrase,2,1,6.84,6.84,0,,Zero-Reg KW
glass bottle suppliers,"""bottles wholesale""",Phrase match (close variant),AU_Generic_P-V_Food,Drinks_Wholesale_Phrase,3,1,6.84,6.84,4,164.31,Converting KW
perfume bulk wholesale,"""wholesale products""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,3,2,6.84,3.42,0,,Zero-Reg KW
bulk buy hoodies,"""clothing bulk""",Phrase match (close variant),AU_Generic_P-V_Shops,Clothing_Bulk_Phrase,2,1,6.84,6.84,0,,Zero-Reg KW
food dye bulk,"""bulk products""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,2,6.84,3.42,0,,Zero-Reg KW
sauces supplier,"""wholesale foodstuffs""",Phrase match (close variant),AU_Generic_P-V_Food,Wholesales_Food_Phrase,1,1,6.84,6.84,0,,Zero-Reg KW
buy wholesale glass jars,"""wholesale glassware""",Phrase match (close variant),AU_Generic_P-V_Food,Cultlery_Wholesale_Phrase,1,2,6.84,3.42,4,157.35,Converting KW
wholesale acrylic box,"""wholesale items""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,6.84,6.84,0,,Zero-Reg KW
cheap toilet paper bulk,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Phrase,1,1,6.84,6.84,0,,Zero-Reg KW
cheap toilet paper bulk,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Phrase,1,1,6.84,6.84,0,,Zero-Reg KW
wholesale cadbury,"""chocolate wholesalers""",Phrase match (close variant),AU_Generic_P-V_Food,Food_Wholesalers_Phrase,1,1,6.84,6.84,0,,Zero-Reg KW
montana jars wholesale,"""jars bulk""",Phrase match (close variant),AU_Generic_P-V_Food,Plates_Bulk_Phrase,1,1,6.84,6.84,8,131.38,Converting KW
how to set up a seller account on amazon,[how to create an amazon business account],Exact match (close variant),AU_Brand_Exact,Navigation_Exact,2,1,6.83,6.83,9,57.19,Converting KW
corporate refurbished laptops,"""computers for business""",Phrase match (close variant),AU_Generic_P-V_Electronics,Computers_Phrase,2,1,6.83,6.83,2,406.79,Converting KW
amazon wholesale deals,"""business amazon""",Phrase match (close variant),AU_Brand_Phrase,Pure_ Phrase,1,1,6.83,6.83,23,111.21,Converting KW
bulk buy canned food,[canned food wholesalers],Exact match (close variant),AU_Generic_P-V_Food,Food_Wholesalers_Exact,6,1,6.83,6.83,0,,Zero-Reg KW
a4 paper reams,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,1,1,6.83,6.83,0,,Zero-Reg KW
glass containers wholesale,"""storage wholesale""",Phrase match (close variant),AU_Generic_P-V_Crafts,Professional-Tools_Wholesale_Phrase,1,1,6.83,6.83,0,,Zero-Reg KW
room spray bottles bulk,"""bulk spray bottles""",Phrase match,AU_Generic_P-V_Janitorial,Tools_Bulk_Phrase,3,1,6.82,6.82,0,,Zero-Reg KW
office chair delivery,"""office furniture""",Phrase match (close variant),AU_Generic_P-V_Office,Furniture_Phrase,2,2,6.82,3.41,0,,Zero-Reg KW
cup and saucer set wholesale,"""wholesale goods""",Phrase match (close variant),AU_Generic,Wholesales_Products_Phrase,1,1,6.82,6.82,0,,Zero-Reg KW
professional cleaning supplies,"""industrial cleaning products""",Exact match (close variant),AU_Generic_P-V_Janitorial,Industrial-Chemicals_Phrase,10,1,6.82,6.82,0,,Zero-Reg KW
wholesale caps,[wholesale headwear],Exact match (close variant),AU_Generic_P-V_Apparel,Accessories_Wholesales_Exact,3,2,6.82,3.41,0,,Zero-Reg KW
tundra wholesale,"""products in large quantities""",Phrase match (close variant),AU_Generic,Bulk_Products_Phrase,1,1,6.82,6.82,0,,Zero-Reg KW
cotton shop towels bulk,"""bulk cleaning""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Products_Bulk_Phrase,1,1,6.82,6.82,0,,Zero-Reg KW
executive promotional items,"""items for companies""",Phrase match (close variant),AU_Generic,Enterprises_Products_Phrase,1,1,6.81,6.81,0,,Zero-Reg KW
alibaba wholesale australia,"""wholesale purchases""",Phrase match (close variant),AU_Generic,Wholesales_Buy_Phrase,1,1,6.81,6.81,0,,Zero-Reg KW
lg ur640s,"""commercial smart tv""",Phrase match (close variant),AU_Generic_P-V_Electronics,Televisions_Phrase,1,1,6.81,6.81,1,411.35,Converting KW
office work,"""office products""",Phrase match (close variant),AU_Generic_P-V_Office,Office_Phrase,5,1,6.81,6.81,0,,Zero-Reg KW
where to buy bulk toilet paper,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Phrase,1,1,6.81,6.81,0,,Zero-Reg KW
wholesale soap australia,"""wholesale body soap""",Phrase match (close variant),AU_Generic_P-V_Beauty,Bath_Wholesale_Phrase,2,1,6.81,6.81,0,,Zero-Reg KW
where to buy bulk toilet paper,"""bulk paper products""",Phrase match (close variant),AU_Generic_P-V_Janitorial,Paper_Bulk_Phrase,1,1,6.81,6.81,0,,Zero-Reg KW
